comments,is_prompt_exists
"[4853, 5148, 85, 3095, 574, 1073, 3223, 4287, 950, 4853, 756, 663, 3878, 574, 1092, 4544, 2164, 4853, 2223, 4866, 2380, 835, 1517, 2164, 110]",0
"[3151, 2410, 5095, 5022, 1636, 4210, 574, 5099, 998, 4851, 4866, 3247, 4916, 2527, 2738, 110, 4853, 2518, 2410, 5095, 4916, 5022, 4853, 3733, 5169, 1092, 110]",0
"[3787, 4019, 2729, 3302, 741, 4916, 4853, 706, 4650, 110]",0
"[4853, 4781, 2374, 1712, 398, 3680, 2299, 2759, 2556, 4809, 3347, 5358, 4853, 1115, 110, 2464, 2477, 4581, 2078, 4860, 663, 4464, 3119, 2736, 110, 2477, 2348, 3063, 4851, 4851, 4464, 3347, 4853, 1115, 2729, 3995, 2556, 4853, 4703, 1073, 574, 1073, 4702, 110, 4851, 2729, 4581, 569, 2735, 110, 2556, 4853, 2556, 4853, 3180, 773, 85, 398, 1073, 5146, 2729, 5105, 85, 382, 382, 4903, 574, 4876, 2729, 5126, 1712, 5279, 2626, 2729, 2296, 4916, 827, 5105, 110, 2477, 1386, 3302, 2107, 4853, 5099, 3347, 4851, 5146, 2556, 4853, 1115, 110, 547, 85, 4853, 771, 2729, 3818, 2875, 110, 2556, 3400, 4916, 2993, 4853, 1330, 3176, 85, 4853, 2404, 3092, 3180, 2374, 832, 2029, 2875, 110, 547, 4464, 5146, 4673, 685, 382, 963, 663, 3214, 1088, 2556, 4809, 3347, 4854, 2223, 110]",0
"[4866, 5352, 4158, 4813, 2164, 539, 534, 4853, 2094, 110, 398, 3680, 2299, 5333, 110]",0
"[5373, 85, 4853, 1123, 2729, 2556, 489, 5317, 2299, 4164, 574, 3824, 1123, 3640]",0
"[1180, 3154, 2729, 4834, 950, 4158, 574, 539, 534, 1334, 663, 4834, 950, 3824, 4813, 110]",0
"[4406, 4876, 2729, 398, 4836, 3733, 85, 4853, 1701, 4276, 4916, 1398, 4853, 1026, 5276, 4853, 4781, 5306, 827, 2532, 574, 5276, 4813, 998, 5345, 827, 5359, 3418, 110, 2738, 60, 3302, 2366, 4916, 2155, 574, 2477, 971, 5022, 2738, 1092, 110]",0
"[4853, 4264, 2729, 2566, 85, 5286, 2729, 2322, 110, 2477, 2078, 4851, 1915, 4881, 5375, 971, 3302, 4813, 4853, 2319, 5375, 4364, 4581, 3219, 4464, 4839, 2164, 4853, 4158, 592, 4453, 4851, 4860, 2729, 1088, 1702, 3347, 4853, 4839, 110]",0
"[4853, 4781, 4276, 4916, 2380, 4834, 4854, 1334, 110, 2464, 85, 4853, 4813, 2164, 4853, 1334, 2729, 5169, 4392, 4916, 4853, 1513, 3367, 4777, 663, 1416, 950, 4853, 4205, 2258, 110, 2232, 85, 3294, 3347, 4853, 3161, 5275, 4834, 110]",0
"[685, 398, 4836, 3733, 85, 4876, 2528, 5339, 5169, 5265, 4916, 3237, 1960, 4813, 4853, 3154, 4, 4890, 4853, 5172, 4866, 4366, 85, 4860, 663, 398, 2082, 3095, 3302, 4834, 950, 4853, 4493, 2090, 85, 947, 3190, 3347, 4853, 696, 3347, 4853, 1115, 663, 85, 574, 4453, 2477, 4870, 4866, 1628, 398, 2322, 2759, 2556, 4876, 3942, 4]",0
"[1115, 2729, 5265, 5359, 85, 3225, 2729, 1712, 5265, 574, 2738, 2729, 5265, 1739, 5069, 85, 4853, 760, 2380, 835, 404, 4916, 438, 210, 6, 1115, 1399, 5286, 2729, 921, 110]",0
"[4853, 1202, 3347, 4853, 1577, 1698, 2729, 539, 3520, 375, 4853, 5353, 1300, 398, 4356, 1572, 85, 4853, 2708, 3347, 4344, 4808, 4673, 685, 4331, 85, 4174, 85, 5252, 574, 3208, 4836, 85, 1596, 3733, 1572, 4673, 685, 4341, 85, 4577, 85, 4594, 85, 1955, 2139, 85, 1577, 3503, 574, 4836, 110, 2464, 85, 2477, 4581, 1697, 3214, 2261, 5276, 3793, 2729, 2164, 4876, 3733, 110, 3041, 4866, 4364, 3800, 3188, 2151, 3359, 4853, 3793, 3347, 4853, 3733, 85, 4673, 685, 5297, 4866, 3247, 4916, 1697, 4876, 3208, 4836, 381, 2729, 2738, 2164, 4853, 3523, 3397, 2164, 2108, 934, 381]",0
"[4853, 1115, 3267, 5359, 110, 2738, 2729, 5169, 4735, 574, 1783, 4916, 3857, 110, 4164, 4633, 2339, 2729, 2158, 574, 3432, 4853, 1115, 4276, 1749, 4916, 3042, 110]",0
"[4813, 3572, 4276, 2299, 110]",0
"[4853, 1701, 2729, 5169, 5265, 5359, 574, 2567, 1923, 4851, 2115, 4901, 3861, 3250, 4916, 5022, 4853, 5333, 4853, 3733, 523, 4916, 426, 110, 4853, 4781, 2374, 1712, 398, 2299, 2759, 110]",0
"[4853, 760, 2380, 1712, 5265, 5317, 4853, 5356, 110, 4866, 2380, 1712, 398, 2299, 2759, 3347, 1999, 4853, 4813, 4210, 574, 547, 2380, 5083, 398, 4234, 1001, 5286, 2996, 2738, 1783, 2164, 398, 4109, 4916, 4102, 4854, 5333, 110]",0
"[4853, 4781, 2980, 2299, 1808, 4916, 4813, 534, 4853, 2223, 3347, 4853, 624, 110, 4866, 4834, 4853, 3161, 574, 1334, 947, 4860, 663, 4464, 2221, 2736, 5286, 2477, 2380, 3063, 2556, 406, 4102, 1158, 110]",0
"[5373, 85, 4853, 4781, 2374, 1712, 398, 2299, 2759, 2556, 1999, 1026, 4851, 663, 4720, 4916, 827, 1712, 5125, 1623, 110, 4866, 2380, 398, 2140, 5125, 5308, 2197, 4371, 4853, 2139, 3347, 4853, 5110, 1329, 4916, 1769, 3347, 4853, 5076, 5191, 110, 4866, 2380, 547, 1736, 398, 5005, 1618, 4371, 2463, 4866, 663, 2296, 4916, 5099, 4853, 592, 968, 110]",0
"[2738, 1628, 3214, 3487, 4958, 1060, 110, 4860, 663, 4464, 1262, 110]",0
"[4853, 1577, 4851, 2374, 835, 3757, 2729, 5169, 4481, 574, 1783, 4916, 5022, 110, 4853, 3145, 5069, 4234, 4866, 2380, 3770, 2729, 5169, 2709, 574, 2161, 646, 3690, 110]",0
"[5169, 5265, 1996, 110, 2322, 5105, 3347, 5213, 110]",0
"[4853, 760, 2280, 398, 1596, 1572, 405, 5276, 4866, 3576, 4916, 1024, 85, 574, 4866, 1729, 398, 2314, 4916, 4366, 4853, 5099, 998, 4851, 636, 2164, 4854, 3167, 85, 5286, 2996, 4854, 2944, 1088, 574, 1783, 4916, 5022, 110]",0
"[4853, 4839, 470, 4428, 2582, 4853, 3432, 3733, 1399, 85, 1726, 2549, 4853, 1399, 3347, 4853, 1073, 5018, 4813, 85, 574, 534, 3487, 110]",0
"[4853, 5382, 5172, 1092, 2000, 4853, 4813, 998, 574, 4373, 4851, 4866, 534, 3487, 110, 477, 85, 2738, 4373, 4851, 4853, 1399, 2729, 737, 210, 6, 78, 1088, 3744, 79, 110, 2477, 3876, 2897, 2463, 5375, 1996, 5377, 4813, 998, 2556, 4853, 5382, 5172, 110, 2738, 2980, 2738, 3203, 1780, 4916, 5022, 110]",0
"[1923, 4276, 4916, 5333, 5265, 110, 2477, 1628, 3302, 1960, 4813, 1923, 78, 3699, 3418, 3347, 4853, 4216, 3347, 4853, 4102, 79, 947, 2556, 4853, 4839, 4851, 2477, 3828, 1923, 5334, 110]",0
"[4853, 566, 3347, 1163, 2729, 673, 223, 85, 5286, 1707, 4558, 4853, 5333, 2374, 835, 1312, 3797, 2700, 947, 4464, 3347, 4853, 2846, 1163, 2380, 835, 2799, 405, 3865, 85, 947, 4581, 4853, 4781, 1628, 398, 2299, 2759, 2556, 2810, 4853, 1163, 3359, 4901]",0
"[4853, 4958, 1060, 2374, 835, 3488, 950, 4853, 935, 110, 4860, 663, 4464, 2736, 5286, 663, 3248, 4916, 827, 4039, 4673, 685, 3668, 3347, 3205, 1125, 1208, 2556, 4853, 1115, 110]",0
"[4853, 4839, 663, 3680, 2902, 85, 947, 4866, 4273, 2896, 4866, 5345, 2261, 3190, 4853, 2223, 4834, 110, 2477, 50, 3302, 4721, 2477, 5345, 73, 3874, 4860, 5275, 585, 3703, 2500, 5375, 2348, 3214, 4924, 3042, 85, 4881, 110]",0
"[2957, 2983, 737, 4853, 5005, 1618, 2164, 4876, 3810, 85, 4853, 1577, 3802, 4853, 3095, 2556, 4853, 646, 1075, 85, 574, 1418, 398, 4748, 5317, 4853, 3242, 2085, 110, 4853, 3370, 3634, 1023, 2477, 4267, 2164, 1115, 4438, 5345, 827, 398, 1749, 3701, 85, 5317, 1764, 3095, 3635, 847, 2530, 2164, 4628, 574, 2659, 110, 947, 4853, 1445, 1577, 785, 4851, 2735, 110]",0
"[685, 2061, 4853, 2223, 2295, 85, 4853, 1577, 1698, 1404, 2738, 574, 2738, 4276, 4916, 2565, 534, 1598, 3273, 3035, 2463, 4432, 110, 2477, 1386, 3214, 2107, 588, 4851, 2729, 3132, 820, 3359, 4853, 4026, 4493, 110, 4453, 85, 5265, 1712, 4]",0
"[4853, 1577, 2207, 1623, 2958, 2322, 4, 947, 2500, 4853, 760, 1386, 4762, 3188, 405, 4853, 4027, 2896, 405, 2094, 4916, 827, 1792, 85, 3188, 1598, 3359, 4853, 2528, 3572, 85, 2738, 5306, 827, 2299, 4916, 5022, 2207, 398, 3863, 3619, 3347, 5176]",0
"[267, 998, 5275, 4277, 4916, 827, 5359, 574, 534, 3347, 4855, 3488, 820, 3359, 4853, 5027, 3347, 4853, 4839, 110]",0
"[4853, 3432, 2004, 5275, 3302, 4677, 110, 4929, 2919, 5241, 1996, 2556, 4853, 397, 4926, 570, 397, 4264]",0
"[4853, 2074, 5333, 685, 2670, 85, 2464, 85, 4860, 2729, 3273, 3061, 3347, 1636, 4813, 998, 4851, 663, 4025, 4916, 827, 1042, 110, 4853, 5302, 3250, 398, 2919, 3188, 5333]",0
"[4853, 2690, 2729, 1783, 4916, 5099, 110]",0
"[4853, 935, 3488, 2556, 4958, 1060]",0
"[4853, 760, 2380, 3302, 1994, 4854, 5333, 110, 4866, 2383, 4179, 5286, 1577, 3503, 4866, 2380, 5105, 574, 5297, 110, 4853, 5302, 2729, 2799, 2927, 5317, 822, 2620, 405, 4853, 1115, 110]",0
"[4853, 3572, 3347, 5333, 1707, 2527, 534, 4853, 4027, 3669, 3063]",0
"[4853, 3733, 2729, 405, 3175, 4853, 3669, 1463, 819, 574, 2738, 5241, 1088, 85, 4853, 3810, 3040, 3302, 827, 5169, 3971, 2556, 4876, 996]",0
"[2477, 1714, 4267, 3203, 1024, 2556, 5213, 2207, 4853, 2844, 4102, 85, 2896, 2477, 2374, 3063, 4853, 5218, 663, 2299, 947, 1697, 3214, 3876, 1095, 5317, 4467, 3864, 4853, 1698, 5069, 685, 1636, 1213, 3347, 4853, 5218, 2383, 835, 1996, 5265, 110, 4876, 3470, 4581, 3250, 4464, 4122, 110]",0
"[3273, 85, 4853, 4836, 2374, 3302, 835, 2530, 110]",0
"[5373, 85, 4853, 4781, 4834, 3365, 3154, 574, 1330]",0
"[5373, 85, 4853, 1115, 2158, 2299, 4164, 574, 3824, 1123, 3640]",0
"[2477, 1697, 3214, 4870, 4876, 1577, 1698, 2729, 4397, 85, 2477, 4870, 2556, 4876, 1577, 1698, 85, 4853, 756, 1386, 464, 3188, 4234, 4362, 405, 4853, 5295, 3733, 85, 2738, 5306, 2402, 3861, 5022, 4853, 3733, 85, 2556, 4876, 1445, 5167, 85, 4860, 663, 4929, 3010, 1572, 574, 3273, 4464, 2542, 4234, 4363, 85, 2164, 3042, 85, 5279, 2477, 3857, 4876, 1577, 1698, 2115, 4901, 85, 2477, 3091, 4464, 3703, 3347, 5022, 110]",0
"[4866, 2380, 2980, 569, 793, 5005, 1618, 4916, 2508, 4853, 3964, 862, 4853, 3264, 1764, 3154, 5317, 3414, 3971, 3161, 110, 2738, 60, 2709, 574, 5169, 2406, 2164, 3863, 4916, 5022, 5276, 4866, 663, 2296, 4916, 2527, 4853, 397, 1764, 9, 2223, 110, 947, 685, 398, 3861, 85, 2477, 2302, 1265, 3431, 4853, 2160, 4869, 2556, 4853, 1618, 574, 5375, 3040, 1277, 2125, 4865, 375, 201, 4853, 5146, 1765, 3242, 2556, 1764, 381, 831, 2477, 4870, 3824, 971, 762, 2253, 2484, 2164, 585, 1416, 3154, 2749, 110, 245, 60, 3302, 1088, 5276, 397, 377, 377, 5119, 380, 380, 9, 3359, 4880, 1717, 2906, 3043, 110]",0
"[4853, 760, 4325, 3250, 4916, 5333, 3359, 4853, 1577, 1701, 85, 4853, 760, 2380, 3302, 3770, 585, 1598, 405, 4853, 1026, 4916, 827, 2980, 4916, 4853, 4733, 110, 4866, 2380, 3370, 3770, 4853, 1115, 4449, 110, 2463, 5306, 4853, 4109, 5022, 4853, 3877, 4865, 1024, 3250, 4916, 827, 4860, 381]",0
"[4853, 756, 1628, 3302, 1349, 534, 998, 1671, 2556, 4853, 4813, 3572, 110, 4853, 1115, 2155, 272, 1034, 375, 2729, 1749, 85, 2160, 4164, 4633, 2339, 85, 2729, 1155, 85, 1707, 3302, 1297, 2952, 3095, 574, 5148, 574, 2229, 663, 3752, 110]",0
"[4853, 5352, 5069, 2729, 3680, 2019, 110, 2748, 2729, 2709, 574, 2738, 1783, 2164, 398, 3260, 4109, 4916, 2107, 3418, 1930, 5276, 4916, 4102, 574, 2280, 4853, 4102, 110, 4453, 85, 2738, 4199, 5143, 4901, 110]",0
"[5373, 85, 4853, 5352, 5069, 2729, 5076, 574, 1783, 4916, 5022, 110]",0
"[508, 1769, 4135, 4382, 2556, 85, 4853, 2449, 2729, 4371, 1636, 4776, 1769, 4135, 1386, 3522, 110, 4876, 2729, 5169, 3266, 110, 2464, 85, 4853, 447, 1769, 4135, 1386, 3522, 2729, 3302, 3876, 4074, 110, 1769, 4135, 971, 823, 1697, 1923, 492, 1628, 950, 1662, 2296, 4916, 4853, 5093, 110, 578, 4868, 2729, 85, 5279, 569, 624, 2729, 4657, 85, 2738, 2729, 730, 5317, 4853, 1180, 85, 3302, 4853, 2759, 110, 2477, 2107, 4876, 2729, 398, 2919, 4592, 110]",0
"[5373, 85, 4853, 3260, 1115, 5241, 1161, 1762, 4853, 271, 4145, 110]",0
"[1783, 4916, 5022, 574, 2161, 2299, 1123, 3640, 110]",0
"[3154, 4813, 2771, 1386, 856, 2207, 2384, 476, 4813, 998, 110, 4860, 663, 3010, 822, 1330, 4839, 85, 4881, 4865, 1386, 827, 3188, 4878, 685, 5265, 110]",0
"[1964, 4839, 3487, 508, 3924, 110]",0
"[971, 3302, 2107, 1115, 2164, 4836, 110]",0
"[4853, 1577, 1701, 2958, 4916, 2380, 534, 3971, 1598, 405, 5276, 4853, 4781, 2374, 4336, 3418, 4916, 438, 110, 4866, 2380, 3063, 534, 1598, 405, 4853, 2094, 4866, 663, 1238, 5286, 2729, 2299, 110, 3190, 4789, 4273, 4916, 3129, 3418, 3359, 4876, 2542, 1595, 110, 4866, 2993, 5099, 3347, 2518, 4916, 2299, 1797, 110, 4853, 4813, 3572, 4276, 4916, 827, 4356, 3359, 4839, 574, 1386, 2565, 3203, 3188, 1283, 2738, 60, 3818, 398, 866, 2070, 4916, 827, 470, 110, 5375, 1386, 1277, 4339, 5069, 398, 2267, 2170, 4851, 5375, 48, 827, 5337, 3359, 574, 474, 2738, 685, 3242, 2023, 2911, 110]",0
"[2653, 3347, 1419, 398, 3260, 3106, 85, 4866, 1792, 398, 3106, 2207, 252, 5286, 3048, 2738, 5320, 3214, 827, 5076, 3359, 4853, 1990, 4327, 110, 4853, 4067, 3347, 4853, 1026, 5275, 2799, 2125, 398, 3134, 3347, 888, 3845, 110]",0
"[4853, 1115, 3359, 2267, 2161, 2299, 4164, 574, 3824, 1123, 3640, 110]",0
"[3930, 2812, 874, 110, 4853, 1577, 1701, 616, 4916, 1199, 5317, 534, 4853, 2094, 730, 3063, 2477, 2897, 4851, 4866, 2380, 1282, 1769, 3092, 574, 5276, 2223, 4866, 5345, 4813, 2556, 4851]",0
"[4853, 1115, 2729, 4277, 4916, 827, 1199, 574, 1386, 827, 1559]",0
"[5373, 760, 2380, 486, 1996, 4853, 1026, 4916, 827, 2980, 110]",0
"[4853, 5110, 2690, 2729, 5169, 2299, 574, 3818, 5110, 2205, 110, 4853, 5191, 3669, 534, 4853, 4025, 2620, 2164, 398, 3481, 5110, 574, 4853, 2911, 663, 5169, 5265, 1658, 110]",0
"[5373, 85, 4853, 1577, 2578, 534, 3347, 4853, 2223, 4025, 110]",0
"[3273, 5209, 520]",0
"[4853, 3365, 1036, 2729, 5105, 3748, 85, 574, 520, 2556, 5027, 4853, 1301, 110]",0
"[5373, 85, 4860, 663, 3205, 1163, 2556, 4853, 4260, 4145, 110]",0
"[1026, 663, 1996, 1220]",0
"[4853, 3063, 641, 4916, 4853, 3701, 4276, 4916, 827, 4397, 574, 4591, 110]",0
"[4853, 5001, 2729, 3302, 5169, 2709, 110, 3203, 3347, 4853, 4869, 663, 1113, 2556, 398, 4432, 4485, 110, 4149, 663, 4472, 2385, 574, 663, 3302, 5169, 5265, 1517, 110, 4853, 3865, 2729, 5265, 1568, 947, 1707, 3214, 1192, 2164, 4853, 2832, 3347, 2712, 2556, 4853, 5001, 110]",0
"[4853, 5076, 1115, 2729, 5265, 5359, 110, 4853, 760, 2380, 2566, 476, 1158, 5286, 1779, 4853, 5027, 3347, 4853, 1115, 4609, 110]",0
"[4853, 3787, 4019, 2374, 835, 4311, 947, 4853, 935, 2374, 3214, 3488, 110, 547, 4853, 1115, 1399, 2374, 1502, 4916, 220, 6, 110, 3190, 3347, 4853, 1115, 2161, 2299, 1341, 574, 971, 827, 5031, 1781, 110]",0
"[2299, 5099, 3347, 2405, 110]",0
"[4853, 4781, 2980, 2299, 3320, 3347, 1163, 2164, 4853, 4260, 4145, 110, 4853, 1160, 1389, 5241, 315, 574, 4853, 1115, 470, 85, 2550, 4853, 3685, 1115, 110]",0
"[2477, 1628, 3214, 4267, 585, 3634, 3701, 666, 110, 2477, 558, 547, 3302, 2056, 5317, 4853, 3199, 1119, 4881, 110]",0
"[2738, 2729, 608, 4851, 4853, 2223, 4025, 2729, 2824, 950, 4853, 4781, 574, 4851, 4866, 2380, 398, 3572, 3347, 447, 4916, 426, 4853, 1026, 3248, 110, 4507, 85, 4853, 5333, 4916, 827, 1712, 4264, 1707, 398, 2322, 2759, 3347, 4876, 85, 950, 2916, 4853, 3332, 3347, 4853, 3733, 85, 574, 2009, 1599, 2463, 4853, 4781, 5306, 4754, 1769, 3347, 4853, 4776, 110]",0
"[4853, 756, 2374, 1568, 4853, 3701, 5169, 5265, 110, 4853, 1464, 1026, 574, 2094, 4916, 827, 1416, 574, 1792, 663, 2281, 5317, 4677, 1572, 110]",0
"[2738, 409, 1707, 110, 4853, 2223, 2729, 1521, 534, 2577, 110]",0
"[4860, 5241, 3273, 4813, 3572, 4453, 1386, 3302, 5166, 4876, 110]",0
"[4853, 1577, 3754, 2958, 3818, 1596, 574, 1300, 398, 2966, 3347, 2620, 2568, 2142, 574, 4244, 4916, 2402, 5022, 2463, 4853, 4457, 5306, 827, 2530, 110, 4853, 4813, 3572, 2729, 5265, 2837, 3418, 110]",0
"[820, 3359, 5377, 2269, 1163, 85, 5375, 2380, 835, 5125, 5377, 4901, 5313, 4916, 4431, 2993, 3728, 3359, 5377, 3733, 110]",0
"[4853, 5356, 5241, 5265, 5359, 110, 2738, 1092, 2000, 4853, 3701, 4560, 85, 4853, 4457, 85, 4853, 2094, 471, 574, 4853, 4813, 998, 2566, 110, 4464, 4244, 5275, 547, 3770, 5286, 2403, 3042, 2556, 5027, 4853, 3701, 4560, 3748, 110, 2207, 4853, 5356, 85, 2477, 1386, 1781, 5022, 4851, 4853, 521, 3347, 4853, 3733, 5241, 4916, 1869, 4851, 1841, 2085, 4364, 3302, 827, 2566, 5288, 958, 3099, 4673, 685, 779, 4217, 110, 3432, 85, 2738, 5241, 5359, 2556, 4397, 85, 1783, 4916, 5022, 3007, 574, 2411, 2477, 558, 2283, 398, 315, 110]",0
"[4860, 663, 5169, 2082, 998, 3063, 2556, 4853, 5356, 947, 4866, 2380, 3001, 4916, 2565, 398, 2966, 3347, 998, 5318, 85, 4853, 4813, 998, 663, 5265, 4882, 3418, 574, 5265, 5359, 110]",0
"[5373, 4860, 2374, 835, 398, 4384, 3320, 3347, 478, 4916, 4853, 1115, 2164, 4853, 4260, 4145, 110]",0
"[1404, 4853, 2103, 3733, 1572, 3521, 85, 2322, 5333]",0
"[4853, 1577, 2374, 534, 4853, 2223, 2577, 2556, 4853, 1702, 110]",0
"[5373, 85, 4866, 2380, 2566, 4025, 1026, 574, 1996, 4854, 4459, 110]",0
"[5373, 110, 2477, 4870, 4453, 110]",0
"[5369, 110, 4853, 3169, 2070, 5339, 685, 2670, 110]",0
"[3022, 2553, 3359, 4876, 3365, 2207, 4853, 2115, 4145, 110, 2299, 2759, 110]",0
"[4853, 1115, 2729, 5265, 5359, 574, 1158, 2380, 835, 470, 2164, 5027, 4853, 1115, 110, 4853, 3926, 2374, 4385, 3915, 4853, 2874, 3347, 4853, 1964, 1115, 110]",0
"[4853, 1115, 4760, 989, 3347, 534, 4853, 2990, 2222, 574, 2799, 3250, 4916, 1994, 4853, 2139, 3188, 110, 4853, 935, 2729, 3488, 574, 4853, 1399, 2374, 2583]",0
"[4853, 1115, 2729, 5265, 4610, 4892, 110, 3746, 3225, 1342, 2374, 835, 5105, 2164, 5148, 85, 1075, 574, 3095, 110, 3190, 1115, 2729, 4299, 574, 1157, 2164, 1115, 3302, 764, 950, 3824, 2729, 3214, 3242, 110, 4853, 417, 4514, 2380, 3746, 2593, 2164, 4853, 1115, 2160, 2738, 110, 1615, 2374, 835, 5105, 2164, 755, 110, 4453, 1923, 2299, 4860, 110, 2464, 85, 1615, 755, 2374, 3214, 835, 5105, 4853, 5244, 2738, 4364, 2380, 110, 4138, 4364, 827, 5105, 4916, 2999, 417, 4916, 1018, 3450, 110, 1915, 398, 3897, 971, 5176, 534, 5119, 3347, 4853, 624, 5171, 4853, 5093, 110, 547, 85, 4860, 2729, 4464, 3920, 2556, 4853, 1115, 2896, 1419, 3205, 5191, 2164, 1769, 5110, 5279, 2738, 1386, 2380, 835, 1712, 5125, 3365, 110]",0
"[4853, 5352, 5069, 2729, 3680, 2547, 110, 4853, 4781, 2374, 1712, 398, 2299, 2759, 2556, 1570, 534, 4853, 2229, 574, 4853, 4839]",0
"[3273, 5209, 520, 5105, 3414, 4849, 1115, 4450, 110]",0
"[4853, 4781, 2374, 5359, 398, 4813, 3572, 4916, 4813, 4853, 5191, 4851, 5345, 827, 502, 950, 4854, 1024, 110, 2464, 85, 4866, 2380, 3302, 3063, 585, 4839, 2164, 4853, 502, 1335, 110]",0
"[4958, 1060, 3488]",0
"[5373, 85, 4853, 4781, 2374, 1165, 1026, 508, 4146, 110, 4866, 2380, 4385, 2583, 4853, 3320, 3347, 4813, 998, 2207, 4146]",0
"[4853, 756, 2374, 4670, 3800, 2556, 398, 3787, 4019, 4916, 1990, 110, 2232, 85, 4853, 1115, 4670, 2585, 1399, 110, 4853, 1115, 2749, 2729, 5265, 5359, 5317, 5148, 574, 3095, 847, 3221, 647, 110]",0
"[3022, 2553, 3359, 4876, 3365, 2207, 4853, 2115, 4145, 110, 2299, 2759, 110]",0
"[3190, 3347, 4853, 1026, 5275, 1712, 950, 3365, 3536, 3370]",0
"[2477, 971, 3302, 2107, 585, 4384, 2134, 5317, 4853, 3757, 1577, 110, 4853, 641, 3063, 950, 4853, 4781, 4483, 3818, 3878, 110]",0
"[4853, 5302, 1707, 3214, 2703, 2463, 4916, 438, 534, 4853, 2223, 2556, 1595, 110, 947, 4464, 3347, 4855, 663, 2299, 110]",0
"[4836, 616, 4878, 574, 2161, 859, 3640, 4916, 3210, 2823, 110]",0
"[1697, 5375, 4870, 4853, 3219, 3347, 397, 3274, 9, 1386, 827, 1025, 4916, 397, 3276, 9, 381]",0
"[4170, 4853, 4813, 1073, 3212, 2738, 1707, 611, 4851, 2738, 1404, 534, 3347, 4853, 3627, 1785, 998, 110, 4853, 4813, 1073, 4171, 685, 3365, 5345, 1976, 574, 1707, 611, 4916, 464, 1399, 110, 5288, 2477, 971, 3302, 3766, 4876, 2207, 4853, 3787, 4019, 2477, 971, 4267, 4853, 4082, 3359, 398, 2931, 1853, 85, 574, 2738, 616, 4916, 827, 4878, 574, 1199, 110]",0
"[4406, 2844, 4145, 3010, 1026, 2374, 835, 1712, 110, 4853, 760, 2380, 2980, 534, 1810, 4916, 2111, 4853, 3733, 2556, 4901, 110]",0
"[5373, 4853, 1577, 2567, 398, 5169, 5222, 4813, 3572, 5317, 1769, 4813, 1886, 5317, 1636, 4210, 110, 2738, 4276, 4916, 3042, 4851, 4853, 4781, 2374, 1282, 534, 4853, 998, 4851, 4853, 4733, 971, 2292, 4890, 574, 2380, 1617, 398, 2299, 2957, 4813, 3572, 2164, 4854, 3733, 110]",0
"[4853, 1115, 2556, 1334, 574, 5191, 663, 1749, 110, 3273, 1115, 4851, 853, 398, 5360, 2090, 4851, 4866, 4364, 3214, 827, 2556, 110]",0
"[485, 2003, 5241, 3770, 3359, 4853, 2074, 4851, 663, 4916, 827, 470, 110, 1923, 2207, 4853, 3701, 4560, 4916, 4853, 3757, 4457, 4916, 4853, 4813, 3572, 5241, 1996, 110, 547, 85, 4853, 1026, 5275, 1996, 2556, 398, 4397, 3007, 574, 2477, 2348, 3273, 4977, 2160, 5276, 4866, 2348, 5359, 110, 2464, 85, 2738, 5345, 2380, 835, 860, 2500, 4853, 2003, 5241, 1197, 950, 5005, 1623, 110, 2411, 2283, 398, 291, 110]",0
"[4853, 4781, 2374, 1712, 1867, 4031, 4916, 2107, 3418, 4853, 2094, 4851, 2374, 4916, 827, 1025, 2164, 1769, 3347, 4853, 2223, 2556, 4853, 3701, 4560, 574, 3670, 1092, 110, 4853, 1026, 1707, 3214, 4024, 585, 4506, 2247, 685, 2082, 2906, 3347, 1115, 2374, 4916, 827, 470, 2556, 5154, 2094, 3063, 110, 3175, 4853, 3481, 3181, 1707, 3214, 3247, 585, 2247, 110, 4453, 4853, 1492, 4759, 950, 4853, 4781, 2729, 1372, 110, 4860, 2729, 3273, 4506, 1577, 3504, 3757, 950, 4853, 4781, 4453, 2738, 60, 3302, 3627, 4916, 1153, 5285, 4853, 3481, 1024, 1386, 2993, 4853, 1115, 4439, 110, 4406, 4853, 1115, 1026, 3397, 4853, 1577, 1492, 2729, 3302, 3063, 950, 4853, 4781, 2738, 2729, 3302, 3627, 4916, 1038, 405, 4853, 4050, 4901, 110, 947, 4853, 1026, 4276, 4916, 827, 3188, 2556, 4853, 5001, 4376, 85, 4853, 4050, 4901, 5306, 827, 4181, 685, 3669, 110]",0
"[5373, 110, 1783, 4916, 2155, 574, 5022, 110, 2967, 3347, 3559, 663, 5105, 5286, 2410, 110]",0
"[4853, 5005, 1623, 663, 2406, 574, 4866, 2380, 1996, 2738, 5317, 4853, 5099, 3347, 3151, 3680, 5265, 574, 2411, 2477, 1697, 3214, 2078, 4853, 3247, 2164, 2231, 1598, 3943, 4853, 2139, 4866, 5345, 4758, 110, 4853, 2518, 1351, 5276, 4853, 1445, 4733, 2729, 2896, 110, 4866, 547, 2380, 4464, 2518, 1554, 2463, 2738, 5345, 2955, 508, 4853, 1026, 110]",0
"[5373, 85, 4853, 1577, 1707, 2565, 398, 4813, 3572, 5286, 4276, 4916, 1398, 534, 4853, 2222, 685, 3347, 3316, 110]",0
"[209, 5213, 110, 5375, 5105, 1251, 2177, 110, 377, 272]",0
