Comments,Mentions_Problem
"[2017, 4844, 5696, 3078, 7047, 5935, 5835, 4462, 144]",1
"[7047, 6880, 5518, 3475, 7047, 5836, 7783, 552, 5682, 2785, 1748, 1428, 3507, 4709, 5711, 144, 788, 117, 4113, 6850, 552, 5699, 7207, 2060, 4709, 3642, 831, 7047, 3617, 3683, 7207, 634, 4709, 3642, 7207, 7049, 4011, 4316, 144]",0
"[3696, 807, 7372, 7207, 3078, 4459, 5836, 3814, 7047, 4639, 117, 7161, 3283, 6253, 7207, 1197, 3814, 5269, 2646, 659, 3322, 3513, 1210, 7483, 5026, 1645, 3495, 1210, 5571, 3814, 6184, 7791, 4082, 7934, 7977]",1
"[5, 4733, 538]",1
"[7047, 6880, 5219, 768, 7047, 2329, 3273, 144, 552, 6381, 7207, 7047, 3707, 3179, 7047, 1106, 3063, 3930, 144, 3696, 5696, 4287, 7037, 3017, 7783, 7047, 3939, 4082, 785, 3063, 726, 7791, 7047, 7492, 3361, 822, 5022, 7207, 2618, 7047, 3939, 144, 6516, 5153, 4781, 3807, 144, 3179, 2808, 527, 7047, 4303, 551, 4798, 3642, 9, 3814, 7047, 3617, 4316, 5766, 7207, 7081, 7514, 4303, 144, 4125, 552, 4598, 4094, 7791, 2017, 1197, 4376, 7460, 144, 7047, 4239, 4938, 7047, 3600, 3179, 3619, 1428, 1197, 3106, 986, 4312, 5085, 2597, 5053, 144, 788, 117, 7047, 3642, 4316, 6398, 2620, 5024, 3179, 7047, 2747, 3617, 4316, 117, 7037, 80, 552, 1359, 7791, 4786, 3112, 144]",1
"[7947, 117, 340, 2134, 2378, 4844, 3507, 3552, 4303, 117, 7146, 7189, 873, 3245, 659, 1645, 108, 4303, 4082, 5404, 831, 4491, 4938, 4829, 3269, 3138, 6253, 7207, 1197, 3814, 5269]",0
"[7047, 1645, 4082, 1600, 831, 5660, 144, 4113, 4082, 4676, 831, 3164, 6112, 6611, 4750, 1966, 144, 267, 3814, 4689, 4938, 7047, 1645, 117, 2597, 4573, 4986, 6929, 144, 7047, 4011, 4316, 1645, 7697, 4723, 6255, 3814, 3642, 144, 345, 4749, 6253, 7207, 1197, 2513, 937, 144, 402, 4836]",0
"[768, 1645, 7922, 4082, 1616, 3814, 6300, 831, 7740, 2212, 4565, 144, 803, 7047, 5484, 6666, 4610, 5062, 4982, 1713, 117, 1377, 7958, 1428, 6666, 3078, 5062, 7772, 552, 5149, 5134, 2494, 986, 7047, 4565, 3507, 1210, 4738, 937, 144]",1
"[3814, 3324, 117, 7047, 1645, 4938, 7146, 6880, 4082, 3814, 552, 1600, 831, 5660, 117, 831, 7922, 3814, 7047, 4716, 7709, 144, 1377, 7068, 957, 6516, 5453, 3814, 7047, 1645, 144, 3179, 2814, 117, 3814, 7047, 5699, 1944, 117, 7068, 4082, 4821, 4557, 7207, 3471, 7047, 551, 4156, 9, 613, 7780, 552, 5699, 7692, 7207, 4156, 3814, 552, 4798, 1748, 144, 831, 552, 5699, 1428, 4844, 5732, 552, 3927, 3245, 3677, 144, 1250, 117, 3814, 7047, 4649, 3150, 117, 3696, 6253, 5774, 7207, 4494, 527, 6064, 117, 7511, 117, 831, 7520, 117, 4440, 5665, 2606, 1863, 144]",1
"[2387, 4565, 3179, 2387, 3283, 144, 4821, 4371, 4566, 5082, 3395, 4149, 1400, 7047, 6940, 4982, 7047, 6706, 4938, 7047, 5497, 144, 7977]",0
"[7047, 1645, 4082, 1616, 7922, 831, 2609, 7207, 7387, 144, 7047, 3273, 957, 6301, 831, 7740, 2213]",0
"[1724, 957, 4723, 2810, 6590, 2793, 611, 7047, 2747, 2584, 4938, 7047, 5497, 144, 1377, 117, 7076, 3507, 4409, 1516, 3814, 6084, 345, 7068, 3507, 1210, 6410, 3808, 3814, 7047, 3287, 5082, 1645, 3814, 7047, 5497, 3245, 4718, 5420, 6019, 144]",0
"[7845, 294, 1724, 117, 6937, 6940, 3495, 1929, 5571, 1516, 7207, 3366, 7207, 4189, 7047, 7603, 1942, 3814, 6911, 144]",0
"[7047, 6940, 3495, 1210, 1894, 6775, 1516, 7207, 7047, 5912, 117, 7845, 2597, 6940, 4510, 3518, 1877, 1724, 117, 7791, 6163, 7047, 7867, 7697, 2460, 2762, 817, 6940, 4512, 144]",0
"[7947, 117, 3696, 7140, 7047, 7812, 6940, 3495, 1210, 5146, 3814, 7146, 5497, 831, 4192, 4982, 6775, 1516, 7177, 7047, 5497, 117, 831, 7076, 6666, 4189, 4982, 6775, 1516, 3814, 6084, 343, 117, 2792, 7161, 7047, 2160, 3179, 6084, 343, 3495, 5161, 144, 7049, 4227, 5749, 4938, 1723, 4082, 4982, 4932, 327, 144]",0
"[3395, 4149, 4982, 7047, 1713, 831, 2296, 4938, 7047, 3366, 1718, 4113, 4438, 7047, 4149, 4938, 7047, 5474, 5093, 215, 4242, 6501, 7207, 6019, 7959, 1645, 144]",0
"[7047, 1724, 7765, 2994, 3236, 2792, 3814, 6084, 343, 144]",0
"[4689, 4938, 7047, 5836, 3507, 1210, 3772, 144, 3696, 2017, 4723, 4350, 3814, 7207, 7047, 698]",1
"[7047, 5497, 4525, 7047, 1246, 831, 3496, 5153, 4938, 7047, 5449, 6566, 3814, 7047, 6054, 6112, 3055, 6499, 7076, 957, 3473, 2000]",0
"[7947, 117, 1102, 3507, 2513, 552, 3429, 4149, 3814, 7146, 5134, 117, 831, 7076, 3471, 7047, 265, 831, 4726, 5836, 5518, 144]",0
"[3395, 4149, 4982, 7047, 2154, 2306, 144, 4463, 1259, 4639, 957, 3395, 144]",0
"[5836, 957, 5518, 2212, 831, 4462, 4082, 1995, 144]",0
"[1192, 3273, 6249, 7207, 1197, 7878, 4878, 144, 3696, 2017, 6242, 7037, 7068, 3507, 1210, 4459, 3273, 1210, 647, 3814, 6087, 7791, 7765, 4723, 5404, 3814, 6084, 267, 7161, 117, 1496, 3278, 6666, 4844, 5404, 144, 2642, 144, 5699, 4158, 552, 5682, 2785, 1748, 144]",1
"[7372, 7207, 7619, 552, 4805, 2067, 3617, 144]",1
"[7047, 6880, 3495, 768, 7047, 5935, 3283, 144, 3661, 117, 4113, 7896, 788, 1197, 7490, 3723, 7047, 5671, 3050, 2893, 7783, 6516, 4938, 7047, 3020, 957, 3849, 144, 3179, 3958, 117, 7047, 6771, 3939, 3043, 4082, 4344, 4982, 7047, 6382, 5098, 3179, 7047, 3642, 144, 7146, 4082, 4844, 3750, 4044, 144, 4113, 2017, 3535, 3723, 7037, 4082, 4517, 3814, 7047, 5671]",1
"[4821, 117, 4844, 5696, 144, 3094, 4938, 768, 117, 7977, 3696, 6666, 1428, 4844, 4360, 3814, 986, 684, 599, 7207, 7047, 601, 831, 5165, 4945, 3814, 5671, 3050, 144, 6499, 3696, 1428, 4844, 6242, 7772, 2017, 3479, 7780, 3696, 4350, 3814, 986, 822, 684, 144, 2792, 7161, 552, 3677, 1428, 5575, 822, 3939, 3179, 552, 3617, 117, 1377, 7047, 5699, 957, 4844, 561, 7207, 5898, 4113, 144, 3661, 117, 1761, 7207, 7047, 1723, 3814, 6084, 258, 117, 7076, 3507, 4409, 552, 4389, 4938, 3808, 117, 1377, 7047, 684, 5134, 4082, 6666, 2997, 144]",1
"[684, 4360, 4082, 2983, 7845, 7047, 2085, 3814, 7047, 5671, 3050, 144, 4844, 561, 7207, 6989, 859, 3283, 4938, 684, 144, 1624, 4982, 6382, 1378, 3179, 7047, 3617, 5994, 3814, 2770, 5098, 7780, 3696, 3507, 4352, 3814, 986, 552, 5699, 144, 2240, 4718, 5091, 601, 5994, 3814, 2770, 144]",1
"[879, 2056, 7780, 3696, 7332, 7207, 2060, 552, 5688, 879, 2056, 7780, 3696, 7332, 7207, 2060, 1149, 117, 2786, 879, 2056, 7780, 3696, 7332, 7207, 634, 4709, 5711, 4034, 552, 1748]",1
"[1428, 4844, 6404, 3814, 986, 552, 5699, 144, 726, 6415, 3814, 986, 552, 3631, 117, 7958, 1428, 7619, 5711, 4317, 7977]",1
"[7047, 1192, 3273, 7867, 4813, 144, 2074, 3642, 117, 6419, 831, 6414, 117, 3617, 6221, 117, 3939, 831, 5898, 2786, 7867, 2000, 144, 768, 7047, 7561, 957, 5404, 144, 3661, 552, 3038, 3273, 957, 4844, 7878, 527, 7977, 276, 3617, 7847, 552, 5244, 1428, 4844, 1197, 6255, 104, 2770, 3814, 6393, 7047, 3617, 105, 345, 3642, 3900, 104, 3879, 105, 4082, 6396, 3859, 118, 3190, 7207, 634, 6895, 3527, 538, 7977, 402, 5362, 1395, 3283, 4844, 3772, 2000, 118, 1428, 4844, 6242, 859, 2345, 117, 4175, 6382, 117, 2618, 117, 2231, 5024, 439, 684, 1428, 4844, 2231, 1745, 117, 3642, 5026, 5711, 3723, 7076, 957, 5787, 2667, 118, 6242, 4810, 852, 1247, 3179, 2345, 144, 454, 5699, 1428, 4844, 5898, 7207, 3943, 1428, 4844, 2332, 3585, 3617, 144, 487, 684, 1428, 4844, 6242, 3930, 2792, 7780, 6516, 957, 7068, 144, 7977]",1
"[267, 3696, 7697, 4723, 561, 7207, 4350, 3814, 3245, 7047, 684, 6064, 7207, 6989, 144, 345, 7780, 3696, 7002, 117, 7047, 5699, 7697, 4723, 561, 7207, 4156, 552, 5682, 2785, 1748, 144, 402, 2017, 4723, 4360, 3245, 684, 601, 144]",1
"[7372, 7207, 6867, 5682, 2785, 1745, 117, 4243, 7207, 822, 2770, 5098, 144]",1
"[7047, 3017, 7207, 634, 552, 1748, 7207, 552, 5699, 2494, 4844, 7867, 2000, 3814, 7047, 904, 144, 7047, 879, 2056, 7780, 3520, 1561, 7047, 1748, 144, 7047, 6940, 2017, 7332, 7207, 3103, 7146, 4094, 831, 2009, 3471, 7047, 2615, 1465, 144]",1
"[3094, 4938, 768, 117, 3696, 1428, 4844, 4360, 986, 822, 684, 117, 6499, 3696, 1428, 4844, 7552, 4689, 4938, 2615, 1465, 144, 1377, 7173, 7047, 7709, 7076, 3471, 7047, 5836, 1259, 4649, 144, 3696, 7140, 6516, 4938, 7047, 2615, 1465, 4491, 4844, 3479, 726, 3112, 7047, 5450]",1
"[904, 2773, 5062, 3814, 2615, 1467, 2240, 3617, 6398, 2770, 144, 7492, 2241, 7182, 822, 2770, 144]",1
"[879, 2056, 3723, 3696, 6989, 859, 4938, 7075, 4517, 1465]",1
"[684, 1428, 4844, 2231, 5682, 2785, 1745, 117, 7511, 5026, 3642, 144, 3696, 3219, 7037, 684, 1428, 2231, 7075, 3723, 7076, 957, 4844, 5829, 7207, 862, 2666, 117, 3697, 144, 3723, 7068, 4082, 552, 3617, 7791, 4082, 4844, 5404, 3814, 4011, 4316, 117, 3495, 4821, 3930, 7035, 4113, 1428, 1197, 2232, 144, 2455, 5055, 144, 3696, 6865, 7037, 7047, 2770, 4082, 7181, 986, 7047, 2756, 4082, 1236, 5787, 3814, 6516, 5053, 6895, 986, 3185, 4193, 144, 7146, 7896, 3790, 7037, 2615, 1465, 3507, 4844, 1210, 3772, 117, 5026, 957, 3179, 6516, 5720, 4844, 7878, 4982, 3552, 144]",1
"[7947, 117, 3696, 2017, 4844, 2060, 850, 601, 7845, 7047, 6135, 2675, 7561, 6249, 7207, 1197, 2513, 4982, 7492, 4268, 117, 7804, 2074, 601, 117, 6415, 3814, 117, 2786]",0
"[4689, 4649, 6249, 7207, 1197, 7002, 117, 7845, 552, 3038, 2773, 3814, 6516, 5275, 144]",1
"[7047, 6940, 3495, 3772, 6989, 3179, 7047, 7492, 4639, 831, 1944, 144, 3661, 117, 4113, 7896, 4435, 3179, 1254, 2306, 3723, 7076, 7483, 7047, 6101, 3231, 7207, 2466, 7047, 6989, 144, 4683, 1800, 6989, 1465, 2017, 1197, 7002, 6796, 986, 3723, 7047, 5167, 4938, 7047, 7492, 2466, 4723, 4476, 144]",1
"[7947, 117, 7076, 2378, 5575, 2638, 4982, 6989, 5134, 144, 7076, 3507, 2513, 552, 3395, 4149, 3814, 7011, 4639, 7511, 144]",0
"[6516, 6989, 1465, 957, 7922, 1377, 4844, 1772, 3179, 4986, 4639, 831, 1944, 144]",1
"[4997, 1192, 6989, 1465, 3507, 1210, 3377, 3179, 859, 1906]",0
"[3696, 2017, 4844, 3078, 859, 3050, 3814, 7791, 7020, 3507, 1210, 3772, 117, 831, 4790, 4082, 7047, 3050, 4517, 3814, 5676]",1
"[1645, 3814, 7047, 3055, 957, 1106, 3333, 144, 2798, 3268, 4082, 3772, 3814, 552, 1600, 831, 5660, 4452, 831, 5219, 4997, 4986, 6929, 144, 1645, 4982, 7812, 3164, 6112, 4982, 5622, 5376, 7977]",0
"[1645, 4082, 1600, 831, 5660, 144, 267, 7947, 345, 4821, 402, 4821, 5671, 3050, 4082, 7740, 7922, 831, 2302]",0
"[7047, 1645, 5581, 4082, 2994, 6611, 117, 8093, 1645, 5375, 2561, 5430, 2994, 7740, 144, 3696, 7896, 6807, 2074, 4798, 1951, 3179, 4449, 3617, 3683, 831, 5711, 3245, 684, 5482, 6449, 117, 4982, 2074, 552, 4798, 5705, 3677, 7047, 684, 4370, 5062, 831, 7146, 6253, 4285, 6669, 3311, 3104]",1
"[6516, 3055, 4285, 1708, 2466, 4723, 6807, 7772, 7076, 957, 7483, 3179]",0
"[7047, 1645, 1911, 1713, 7791, 4438, 4113, 4332, 3486, 7207, 5656, 7174, 7035, 7037, 7047, 5035, 7709, 117, 5781, 4565, 957, 3473, 3395]",1
"[7047, 1645, 4982, 3368, 4082, 1600, 831, 5660, 144, 7047, 1944, 617, 957, 6564, 831, 2466, 4997, 7047, 6931, 7037, 957, 5935, 144, 7047, 4750, 1964, 7483, 4082, 788, 4044, 144, 7047, 4011, 4316, 3283, 3495, 4844, 1210, 3772, 144]",1
"[7047, 1645, 4082, 5608, 1616, 7922, 7845, 768, 7047, 3395, 1666, 5375, 1236, 3157, 144]",0
"[7947, 117, 6940, 4192, 4982, 6775, 7049, 1516, 7177, 7047, 5497, 144, 4997, 5672, 3050, 7697, 7453, 3814, 6084, 343, 144]",1
"[7047, 1724, 957, 4459, 831, 3507, 1210, 2513, 3814, 6084, 343, 986, 7740, 144, 7047, 1724, 7765, 4723, 2793, 6548, 7173, 7047, 2360, 2136, 144, 7977]",1
"[803, 7068, 957, 4723, 7222, 4459, 1724, 117, 7047, 6940, 2494, 6249, 7207, 3507, 1210, 7455, 7049, 3366, 3814, 552, 1928, 4453]",0
"[768, 1724, 4982, 6135, 2150, 1216, 6768]",1
"[552, 7236, 4938, 380, 1713, 831, 5738, 7453, 789]",0
"[1428, 6242, 7047, 1724, 3814, 552, 6452, 6370, 4982, 3038, 5149, 2151, 144, 7947, 7047, 6940, 3495, 1728, 1516, 3814, 6084, 343]",1
"[7047, 6940, 3495, 1728, 1516, 3814, 6084, 343, 144]",0
"[380, 1724, 5082, 7845, 563, 315, 1724, 3179, 6084, 343, 144]",0
"[7947, 117, 7980, 831, 4727, 5836, 957, 3473, 2000, 144, 6899, 957, 4461, 2000, 144]",0
"[4689, 4938, 7047, 4463, 957, 2513, 2000, 144]",0
"[7047, 5836, 3507, 1210, 6335, 7446, 5518, 3814, 7047, 4639, 3055, 986, 7740, 986, 7047, 6183, 144, 3661, 117, 552, 2332, 2264, 3814, 7047, 4639, 3050, 7896, 1197, 552, 3429, 657, 532, 8118, 527, 2734, 117, 8022, 527, 529]",0
"[7047, 2263, 957, 4844, 3473, 5518, 144, 4113, 2773, 5062, 7780, 7711, 7332, 7207, 2231, 5127, 5749, 4285, 1748, 5026, 3617, 144, 7473, 4938, 2265, 2332, 831, 5517, 4524, 4982, 1244, 7207, 831, 3495, 4459, 5835, 3814, 768, 4649, 6373, 6511, 7146, 4094]",1
"[7047, 1645, 4982, 3368, 6398, 7047, 258, 7207, 4722, 5835, 1259, 5682, 2785, 1748, 831, 5699, 144, 7047, 5699, 4082, 788, 561, 7207, 2060, 5682, 2785, 1745, 4938, 3585, 5091, 144]",0
"[7947, 117, 7047, 4462, 4082, 2513, 5608, 7740, 144]",0
"[684, 4360, 2984, 527, 5711, 831, 5053, 7511, 6790, 768, 3273, 7886]",1
"[6516, 4938, 7047, 3273, 957, 4844, 3264, 3772, 144, 684, 4360, 3283, 4082, 2983, 144, 7047, 2083, 3377, 3814, 7047, 5671, 3050, 957, 5448, 7933, 144, 3642, 4321, 1400, 5711, 957, 4844, 1236, 2439, 3814, 7047, 3879, 5100, 7047, 2618, 117, 2231, 3642, 1400, 5699, 4082, 4844, 3269, 5711, 957, 7372, 7207, 7619, 3930, 831, 6771, 5896, 3617, 3683, 957, 7372, 7207, 2060, 4011, 4326, 831, 3547, 1314, 4011, 4316, 831, 5362, 1396, 3283, 4082, 4611, 3245, 7047, 904, 144]",1
"[7047, 6880, 7885, 986, 2858, 831, 1739, 3283, 4082, 7878, 1377, 6666, 4786, 7207, 3143, 4982, 6516, 960, 527, 267, 4844, 561, 7207, 6404, 3814, 986, 684, 7845, 5391, 601, 144, 345, 3659, 7207, 634, 3930, 5026, 7207, 822, 4011, 4316, 144]",1
"[6419, 3283, 7697, 4844, 7878, 144, 3696, 2017, 4844, 4350, 3814, 3245, 7047, 684, 6064, 831, 3617, 3677, 6064, 5547, 144, 726, 4355, 3814, 3245, 5699, 80, 601, 117, 7047, 4303, 7207, 3930, 2981, 104, 7697, 1351, 105, 144, 7977]",1
"[7047, 7343, 4938, 7492, 3814, 7047, 7619, 7492, 5115, 7173, 684, 4360, 4082, 7376, 117, 7896, 4113, 1197, 5351, 3179, 7047, 6940, 7207, 3507, 7341, 6300, 7637, 831, 2103, 3295, 4982, 5711, 831, 3683, 538]",1
"[7372, 7207, 2231, 7511, 3245, 684, 7817, 1428, 7047, 684, 2618, 5165, 4938, 7047, 7511, 538, 7977]",1
"[7068, 957, 6666, 6330, 7575, 831, 6092, 4743, 1236, 2439, 4982, 6516, 4938, 7047, 6203, 7791, 7765, 6808, 7207, 1197, 5868, 144, 7047, 3283, 4082, 5608, 3395, 1883, 7068, 7697, 4821, 3765, 2585, 3094, 6019, 144, 5362, 1396, 3283, 4082, 4844, 3772, 144, 2735, 3283, 2494, 4723, 7867, 144, 4113, 7182, 904, 2770, 1534, 4370, 2770, 7780, 1622, 144, 5354, 552, 2276, 4094, 144, 7782, 552, 4798, 3617, 4082, 2067, 117, 4113, 4082, 4844, 2439, 3814, 7047, 4324, 3750, 144, 684, 4360, 2494, 4723, 7867, 144, 4113, 4491, 1197, 5351, 7037, 6519, 4583, 3507, 2624, 684, 4360, 2585, 6019, 5026, 2666, 5304, 5171, 7047, 4232, 4360, 2345, 3814, 5671, 144]",1
"[1624, 4982, 551, 4316, 4938, 3930, 9, 1350, 7047, 904, 144]",1
"[2241, 2984, 3814, 4689, 1465, 986, 2265, 5752, 2466, 4723, 3344, 2232, 144, 4639, 1516, 7207, 634, 831, 2231, 7075, 2263, 7829, 5959, 7047, 4094, 144]",1
"[726, 2074, 7047, 7492, 3245, 7047, 684, 117, 7817, 3696, 807, 4352, 4034, 7047, 2067, 7492, 538, 7977, 788, 117, 7783, 1428, 7047, 7492, 7450, 7047, 1748, 3897]",1
"[986, 4938, 4878, 117, 3696, 62, 4844, 561, 7207, 6404, 3814, 986, 684, 7845, 5391, 601, 117, 3696, 1409, 4723, 1707, 4979, 6989, 1465, 144, 7977]",1
"[267, 2017, 4844, 4360, 3245, 7047, 684, 2083, 5547, 345, 5699, 1428, 4844, 1505, 7047, 5682, 2785, 1748, 144, 3521, 4082, 561, 7207, 7450, 7047, 5682, 2785, 1748, 3900, 117, 7791, 3814, 4718, 5015, 4082, 7047, 3268, 4938, 7047, 684, 402, 2017, 4844, 4360, 3245, 7047, 684, 2083, 5547, 144, 439, 5699, 1428, 4316, 552, 3617, 7847, 3381, 2345, 4959]",1
"[7047, 684, 4082, 7372, 7207, 2332, 552, 5682, 2785, 1748, 2568, 7207, 7047, 564, 4517, 2264, 1359, 4982, 7047, 4639, 3055, 144, 6449, 768, 7511, 957, 4321, 3814, 552, 1739, 7619, 7847, 3900, 563, 7810, 4082, 552, 5699, 831, 7810, 4082, 552, 3617, 3677, 117, 7047, 684, 7896, 1197, 7372, 7207, 6565, 6989, 5871, 552, 7343, 4938, 7492, 7427, 3521, 2071, 4986, 7060, 144, 4982, 1528, 5682, 2785, 1748, 7173, 7450, 3179, 552, 5699, 117, 7047, 5682, 2785, 1748, 1505, 7697, 5796, 2666, 7783, 117, 7456, 3495, 1210, 3772, 7740, 144, 7047, 5699, 4082, 788, 7372, 7207, 6242, 7047, 3927, 5026, 5898, 7207, 7057, 144]",1
"[2615, 1465, 957, 3473, 3395, 831, 7047, 5671, 4082, 2630, 2729, 7207, 7387, 7047, 2747, 1645, 3127, 144]",0
"[2017, 4844, 4350, 3814, 986, 684, 144, 5984, 7871, 986, 2858, 144]",1
"[267, 7372, 7207, 4360, 986, 684, 144, 3547, 117, 3696, 7697, 4844, 561, 7207, 6989, 7047, 6174, 7780, 552, 5682, 2785, 1748, 4082, 2232, 1400, 7047, 684, 144, 345, 7047, 4316, 4323, 4303, 6398, 4997, 7047, 343, 5382, 3642, 1400, 2207, 144, 2792, 726, 912, 7047, 934, 6221, 3070, 117, 7047, 4805, 2067, 3642, 957, 4844, 1236, 2439, 144, 3547, 117, 3696, 7697, 7372, 7207, 6989, 6174, 4938, 1505, 4938, 5682, 2785, 1752, 402, 6449, 7047, 684, 4360, 4082, 4844, 7878, 117, 7047, 6989, 4982, 3930, 2017, 4844, 1197, 5217, 144]",1
"[4821, 7020, 957, 647, 3179, 859, 4639, 5026, 1944]",0
"[4821, 6564, 7011, 873, 3245, 6165, 3333, 7020, 6253, 7207, 3507, 1210, 3772, 1400, 7047, 6940, 144]",0
"[4997, 2207, 7020, 957, 5404]",0
"[6098, 3050, 6253, 7207, 1197, 4611]",1
"[7047, 6940, 3495, 4844, 7002, 4639, 144, 7047, 1645, 3814, 3368, 3495, 7047, 2207, 1944, 7020, 144, 7047, 6940, 3495, 4844, 7483, 7047, 6101, 3318, 7207, 5214, 4643, 7020, 144]",1
"[2017, 4844, 3078, 4639, 5026, 1944, 7011, 144]",0
"[8114, 144, 1645, 4082, 7740, 6709, 5082, 144, 4013, 831, 5362, 1396, 3283, 957, 6301, 3245, 3617, 3677, 4645, 144, 5517, 4750, 1966, 957, 3157]",0
"[8063, 4094, 3219, 144, 1593, 4378, 7607, 1600, 831, 4813, 4750, 144]",0
"[6333, 2060, 4557, 3495, 399, 4223, 1645, 1294, 3179, 7047, 7169, 6064, 7347, 144, 4113, 7896, 3507, 1210, 1254, 7207, 2073, 4565, 3179, 2597, 7343]",1
"[5, 4733, 538]",1
"[7047, 5581, 4938, 7047, 1645, 7697, 2636, 144, 4113, 773, 7207, 7473, 7047, 6880, 3814, 822, 7392, 4452, 144, 4113, 3157, 923, 3179, 1600, 1666, 7529, 6112, 831, 5622, 144]",0
"[7047, 1645, 4082, 1600, 831, 2609, 7207, 5656, 144]",0
"[7947, 117, 6940, 4192, 4982, 6775, 7049, 1516, 7177, 7047, 5497, 831, 4821, 1724, 957, 4409, 3814, 6084, 343, 144]",1
"[7076, 4409, 1724, 1377, 6516, 1724, 1698, 552, 4389, 4938, 3020, 7213, 1062, 4985]",1
"[768, 1724, 7765, 4982, 4175, 343, 2151, 1216, 831, 4982, 7047, 2150, 4938, 6768, 144, 4113, 7829, 1197, 3541, 7207, 4189, 1733, 1645, 1062, 7047, 2706, 4938, 2597, 2150, 5026, 2798, 2028, 4938, 2151, 6499, 7037, 7068, 4082, 4821, 4432, 4094, 4938, 4541, 1062, 7047, 2706, 144, 788, 4113, 2739, 7037, 768, 6940, 4512, 957, 7878, 4982, 7047, 6135, 1985, 4938, 1645, 144]",1
"[414, 1724, 2585, 7047, 4227, 7732]",0
"[7947, 117, 7047, 1717, 3862, 3245, 498, 7207, 440, 144]",0
"[7047, 6940, 7871, 4982, 552, 4389, 4938, 7137, 3245, 7047, 3094, 6604, 144, 7146, 3833, 7011, 3179, 684, 831, 5699, 3273, 144, 774, 684, 7492, 7207, 7619, 831, 2332, 7047, 603, 4938, 5699, 831, 3617, 3677, 144]",0
"[440, 1717, 117, 7047, 4227, 4986, 7697, 4982, 4932, 278, 144]",0
"[1645, 5581, 4082, 3800, 144, 2798, 613, 3495, 552, 2387, 3268, 1420, 144, 7047, 4565, 957, 7740, 2212, 7207, 7387, 7207, 5566, 4113, 6324, 144]",0
"[7047, 1645, 5581, 4082, 3328, 3395, 144, 7068, 957, 6347, 5275, 7845, 4223, 1294, 4938, 1709, 5062, 1645, 7037, 6373, 1197, 5868, 144, 3295, 957, 6477, 3661, 117, 831, 4649, 957, 7483, 5518, 7783, 7076, 6373, 1197, 144]",1
"[7068, 957, 4300, 7037, 7765, 7002, 1377, 1709, 5062, 117, 7791, 4438, 4113, 4332, 7243, 7207, 5656, 144, 5053, 7035, 7037, 7047, 3127, 4938, 7047, 1645, 117, 5781, 4563, 957, 3395, 144]",1
"[7047, 1645, 4082, 1600, 144, 4750, 1966, 957, 3157, 144]",0
"[3507, 3157, 3395, 6112, 1666, 5375, 7845, 4498, 7573, 4743, 144, 6452, 5981, 5117, 4082, 7740, 5340, 144]",0
"[7047, 1645, 4082, 1600, 831, 6503, 144, 2609, 7207, 5656, 144]",0
"[1724, 3814, 7047, 5900, 957, 1887, 144, 1724, 6382, 6516, 1516, 7765, 4409, 7207, 3804, 7047, 3273]",0
"[7146, 6940, 5571, 1645, 3814, 552, 3038, 7607, 1375, 117, 1377, 7076, 2378, 5570, 1724, 726, 7047, 3909, 6019, 144]",0
"[7047, 6940, 3495, 1728, 7047, 1645, 1929, 144, 7947, 117, 7047, 6940, 3463, 4409, 1724, 3814, 6084, 343, 788, 144]",0
"[7076, 3507, 1888, 1542, 3814, 1645, 2585, 7047, 5497, 2584, 117, 2792, 3814, 5239, 343, 144]",0
"[7047, 4227, 1717, 4082, 3814, 281]",0
"[7947, 117, 1645, 3475, 7047, 4462, 986, 4517, 3814, 7047, 3377, 2814]",0
"[7947, 117, 7047, 2154, 2306, 4378, 7207, 3507, 7047, 5517, 5836, 144]",0
"[7068, 957, 5305, 4938, 5834, 4517, 3814, 7047, 4639, 3055, 144, 3179, 7047, 4517, 1461, 986, 7740, 144]",0
"[7068, 4106, 6222, 7791, 6253, 7607, 7547, 831, 7442, 144, 4113, 3495, 822, 2946, 6221, 4357, 144, 4113, 6373, 1197, 552, 4557, 3814, 7047, 3620, 3050, 3966, 4938, 552, 6300, 3050, 4938, 4125, 5091, 144]",0
"[7372, 7207, 7619, 822, 2735, 3179, 552, 3617, 144]",1
"[7047, 5699, 1428, 4844, 2231, 7047, 1748, 3521, 2067, 144, 788, 117, 3723, 7047, 3617, 3677, 6398, 4011, 3179, 4986, 3617, 7047, 4011, 831, 3939, 1400, 7047, 5362, 3617, 3677, 4082, 6773, 3179, 768, 7047, 3617, 5404, 144, 684, 1428, 4844, 2060, 552, 3617, 831, 1010, 4113, 7207, 552, 1748, 144, 684, 1428, 4844, 2231, 552, 1748, 144]",1
"[4113, 2494, 6249, 7146, 6940, 7317, 7207, 665, 4718, 2599, 3028, 117, 1377, 3696, 6666, 2867, 6347, 5453, 144, 3696, 3219, 7047, 3161, 4099, 527, 3696, 7697, 7372, 7207, 4360, 986, 822, 684, 144, 4767, 3814, 7146, 879, 7697, 2395, 7068, 7765, 4844, 7607, 4044, 4312, 144, 7068, 7765, 7222, 4459, 1625, 7207, 640, 4011, 144, 7047, 3930, 4323, 3316, 4494, 822, 2771, 7146, 879, 2378, 4844, 4189, 7281, 4938, 4718, 6330, 7607, 7740, 144, 7047, 6221, 3642, 4997, 3463, 4986, 551, 3067, 9]",1
