Comments,Mentions_Problem
"[1988, 1785, 7592, 4833]",0
"[6976, 4816, 4851, 1785, 4876, 3343, 4009, 3755, 192, 4028, 4310, 4226, 6976, 6875, 3479, 1311, 7676, 4876, 4028, 5733, 192, 3629, 156, 6976, 4816, 4851, 1785, 1473, 2631, 4445, 4851, 6976, 6875, 4009, 6390, 961, 4028, 2536, 4788, 6179, 4226, 6976, 7670, 3479, 1311, 2513, 2796, 192, 7005, 2083, 3490, 1311, 4105, 1473, 6576, 7597, 7670, 2631, 4445, 2421, 3767, 6976, 5584, 192]",0
"[4788, 5606, 192, 877, 6976, 3862, 2604, 2210, 6985, 7533, 5120, 4851, 3778, 961, 6982, 6439, 3778, 3174, 324, 6372, 2214, 192, 3657, 2521, 4662, 4706, 6999, 7005, 4009, 1272, 3684, 6985, 7533, 4788, 4647, 7060, 3105, 1466, 1945, 6439, 6998, 2083, 6598, 1299, 3107, 3767, 7005, 156, 3657, 6999, 4028, 2083, 3490, 1311, 7671, 4876, 711, 4264, 4627, 192]",1
"[3767, 6976, 4073, 3061, 3657, 6170, 3684, 6573, 6973, 7592, 1609, 711, 4717, 1902, 3767, 6976, 6155, 4489, 687, 3174, 7005, 7173, 4851, 6266, 7283, 156, 129, 8, 2083, 1299, 7324, 1103, 711, 6038, 6916, 7060, 5827, 6973, 4717, 1902, 1347, 192, 925, 7005, 3684, 6635, 6183, 5778, 4851, 4047, 4925, 1475, 156, 961, 2083, 5258, 1299, 2546, 3767, 711, 1347, 7542, 192, 3657, 2521, 6170, 3379, 7318, 4851, 6976, 6265, 3061, 3767, 6976, 5397, 156, 7611, 3657, 3490, 1763, 7060, 1048, 7023, 6976, 1840, 4851, 4657, 4991, 6875, 109, 5397, 192, 3520, 1656, 1499, 1299, 7433, 7326, 7060, 5930, 3264, 7651, 3409, 1727, 5266, 192, 6976, 4588, 3490, 6976, 3379, 960, 961, 5753, 6266, 7283, 1350, 4588, 156, 7060, 911, 6976, 6455, 4851, 3264, 4713, 3767, 6976, 6817, 192, 6976, 3579, 3828, 7439, 3061, 6183, 7060, 3490, 711, 4320, 4851, 2718, 6038, 1713, 156, 7611, 3657, 1333, 4009, 4788, 3839, 4851, 3379, 1727, 5265, 192, 3657, 6999, 6439, 4851, 6976, 3264, 156, 6728, 1103, 3060, 4959, 7611, 7173, 4851, 7329, 4009, 6335, 3767, 156, 2083, 1299, 4211, 7060, 6976, 2008, 156, 7604, 7735, 6982, 7318, 7597, 6976, 2008, 5933, 7060, 2236, 3627, 6976, 7439, 5877]",1
"[6976, 1713, 3163, 4656, 1073, 961, 6323, 3379, 6038, 961, 5524, 1727, 5266, 192]",0
"[7737, 1713, 6598, 3163, 3379, 6038, 961, 5524, 1727, 5266, 192, 7737, 4593, 4307, 3379, 3767, 6920, 4851, 3264, 156, 2818, 5753, 1350, 1656, 156, 961, 7737, 6020, 3237, 5001, 7060, 5001, 192, 3657, 2421, 4796, 6439, 3067, 6973, 7592, 1364, 1103, 3657, 7533, 4309, 7023, 7737, 1713, 192, 3174, 2851, 156, 711, 3053, 2013, 4226, 7572, 961, 3580, 1970, 4100, 6976, 6908, 961, 4795, 2707, 192, 3767, 6976, 3284, 156, 7735, 1499, 3843, 4359, 7737, 4991, 3067, 3767, 6976, 6917, 3684, 7735, 4712, 4100, 711, 4582, 140, 3658, 192, 5524, 3309, 140, 4925, 3285, 141, 4574, 4585, 4583, 141, 192, 6985, 109, 711, 6095, 3657, 1333, 3174, 4594, 925, 3684, 7735, 5290, 7060, 7318, 6039, 109, 7542, 4851, 3314, 1713, 192]",1
"[6985, 4308, 7060, 1299, 4049, 2027, 140, 3174, 2851, 156, 4, 689, 710, 9, 3906, 4851, 208, 692, 4925, 228, 692, 961, 3684, 1372, 3906, 4851, 3690, 1177, 2747, 4851, 6571, 192, 7613, 4788, 4706, 711, 1727, 5265, 156, 6985, 7533, 4753, 7388, 4851, 7329, 740, 3767, 6976, 2013, 156, 4889, 6976, 7464, 192, 925, 4627, 4851, 711, 3305, 3343, 2026, 156, 6994, 7301, 6998, 4226, 7057, 3067, 6973, 6312, 4662, 1299, 1788, 192]",1
"[6976, 6038, 961, 5524, 5266, 1077, 3159]",0
"[6976, 1713, 4009, 7573, 6636, 7026, 192, 5414, 4683, 2027, 3479, 1311, 7324, 3174, 7402, 156, 1656, 961, 4496, 192, 4631, 1713, 4009, 6207, 961, 1777, 3174, 1713, 4788, 1220, 1473, 5524, 4009, 4662, 4707, 192, 4656, 3223, 7533, 3160, 156, 3767, 2013, 156, 877, 4455, 954, 740, 6504, 156, 6985, 6312, 1299, 954, 3823, 192, 7005, 3479, 1311, 2546, 3767, 4631, 1537, 3629, 4028, 4009, 4543, 3767, 6976, 1035, 2008, 6566, 4235, 619, 925, 156, 7735, 2083, 3490, 7324, 2407, 3174, 1205, 192, 2779, 3854, 5718, 4071, 7533, 7483, 1473, 975, 7329, 7611, 6312, 4662, 1299, 6976, 1534, 192, 4976, 156, 6038, 1727, 5266, 3490, 1311, 3159, 7573, 192]",1
"[7735, 1014, 7060, 3490, 2546, 711, 4627, 6982, 832, 4053, 3162, 710, 3379, 6038, 4876, 5524, 1727, 5266, 9, 192, 3174, 2851, 156, 3767, 7737, 2013, 156, 909, 4239, 1077, 3825, 7651, 432, 6470, 192, 7735, 3490, 7324, 710, 2631, 9, 3906, 4851, 710, 3174, 9, 7602, 1025, 961, 909, 2747, 5214, 1077, 2531, 3767, 6976, 2013, 192, 4882, 6997, 6973, 2083, 6598, 1299, 3760, 4009, 6976, 4050, 4925, 4975, 909, 1713, 2529, 192, 1103, 711, 7621, 156, 4028, 4009, 711, 1359, 7545, 192, 3657, 7688, 6741, 1611, 4959, 7005, 5868, 4876, 3627, 7060, 4050, 4496, 192, 4050, 3527, 5574, 711, 4320, 1473, 3359, 6976, 5577, 711, 1347, 7224, 4851, 7597, 6976, 4489, 2536, 192, 4028, 925, 3527, 3355, 6976, 5577, 1976, 156, 1473, 2941, 6976, 5023, 6973, 3370, 3970, 6976, 3258, 156, 961, 6976, 5930, 7396, 6973, 1764, 4959, 4851, 6976, 3258, 192, 3684, 6985, 7533, 4882, 6743, 3657, 7688, 4359, 4028, 7688, 1299, 7060, 7670, 4876, 4050, 3767, 6976, 3284, 192, 3530, 4009, 711, 5868, 6973, 7735, 4509, 3084, 3523, 4, 3636, 683, 254]",1
"[7569, 7708, 3767, 6038, 3193, 192, 4683, 2027, 1014, 7060, 3490, 1311, 3159, 192]",0
"[3657, 6999, 6978, 7181, 7533, 5511, 2969, 3767, 6973, 3657, 7533, 721, 7060, 4278, 2833, 774, 3657, 4713, 7060, 7428, 192, 909, 4851, 6976, 778, 7592, 4744, 4254, 961, 7602, 3657, 1686, 4876, 6979, 6994, 1439, 4423, 7060, 6976, 4292, 4741, 5171, 3767, 6976, 7561, 6973, 6903, 4423, 6976, 3854, 3657, 5837, 192, 4028, 7533, 925, 4744, 4965, 3767, 6976, 5584, 3061, 156, 7604, 7735, 1499, 4278, 6976, 5084, 7060, 6925, 2833, 6372, 1113, 4851, 6976, 7561, 156, 7611, 3657, 6999, 7533, 2281, 711, 4742, 7100, 192]",0
"[6976, 7329, 3953, 4009, 7433, 6358, 961, 2646, 7060, 7218, 4028, 5445, 6976, 4707, 4248, 192, 1466, 1567, 7464, 1077, 4788, 5416, 2385, 192, 1567, 7464, 6315, 4248, 6973, 1077, 4788, 4713, 3767, 6973, 7439, 156, 4226, 711, 5659, 6312, 4889, 1299, 721, 7060, 7439, 6976, 1231, 4069, 6985, 4009, 4753, 4712, 7060, 5442, 954, 1043, 4241, 3174, 6976, 4053, 3174, 6976, 5659, 7439, 192]",1
"[1028, 4009, 6725, 2337, 4876, 3531, 5189, 192, 6976, 7329, 3953, 4009, 1292, 7060, 3258, 961, 4009, 4788, 7081, 2505, 2373, 4788, 3495, 975, 2163, 6680, 5003, 192, 4631, 4851, 6976, 3261, 3174, 2631, 7329, 4009, 5306, 2862, 3174, 711, 3053, 3261, 7651, 711, 4053, 6175, 192, 7737, 3076, 6817, 4009, 5306, 3767, 6976, 4069, 7439, 5001, 156, 1466, 2536, 4662, 3258, 7602, 7160, 7060, 3075, 4069, 1288, 4876, 711, 1808, 192, 909, 3657, 939, 7131, 7060, 4009, 711, 1364, 5001, 192, 4882, 6997, 7735, 2083, 2521, 7060, 3759, 4876, 7737, 3077, 4009, 7060, 7318, 711, 2590, 4459, 4851, 2891, 4032, 3906, 4851, 1110, 6976, 7329, 7060, 7173, 3767, 7597, 7060, 6155, 3174, 192, 7613, 7005, 4421, 4788, 1299, 3379, 3767, 6976, 5590, 7681, 156, 3174, 711, 6404, 5382, 4226, 7005, 156, 3657, 6999, 7005, 4009, 1055, 7060, 3785, 6428, 6973, 4053, 6177, 1499, 2644, 3084, 4069, 1288, 4876, 1231, 1808, 3854, 3767, 6976, 6817, 192, 6976, 5920, 7302, 2536, 4662, 6179, 7060, 7670, 2828, 7012, 3657, 1499, 3785, 3067, 7613, 2132, 954, 1028, 192, 7602, 3657, 4307, 7060, 2655, 6976, 5001, 156, 4028, 2536, 4662, 6581, 6195, 4741, 7060]",1
"[4028, 7533, 4662, 2648, 7060, 6805, 1350, 4076, 5995, 192, 7613, 6894, 5246, 156, 7735, 3443, 7060, 2472, 4882, 5995, 7060, 4359, 4028, 7670, 192, 1103, 711, 5659, 156, 7735, 2083, 4662, 6170, 6976, 1801, 3767, 711, 4251, 192, 4053, 1035, 3443, 4753, 7542, 7060, 6170, 6976, 4053, 6994, 7592, 1929, 7060, 7611, 4338, 4028, 2439, 3174, 1399, 4053, 6177, 961, 5661, 7060, 2521, 978, 7326, 7651, 6976, 4053, 1035, 192]",1
"[5584, 3061, 3479, 1311, 2276, 7589, 3953, 2083, 3490, 711, 3576, 1467, 7060, 4359, 4696, 2642, 961, 2677, 192]",0
"[6976, 1028, 4009, 2337, 4876, 3531, 961, 6976, 840, 2387, 1077, 5443, 3767, 6976, 5584, 3061, 961, 6985, 1077, 6439, 4627, 4239, 723, 6976, 1028, 192, 6428, 4753, 4022, 3767, 6955, 6976, 1028, 192, 6976, 3953, 4009, 6358, 961, 3338, 6976, 4053, 2548, 156, 6973, 1331, 6061, 156, 4028, 7533, 2439, 7060, 4693, 1088, 1306, 6976, 840, 2083, 1299, 2292, 961, 6987, 3657, 2083, 4662, 6925, 3281, 3264, 4851, 6976, 840, 192, 925, 156, 6976, 5584, 6094, 711, 7329, 1499, 4294, 7360, 3369, 961, 5635, 4801, 7360, 711, 3369, 3664, 192, 1466, 4720, 7671, 3174, 4423, 192]",1
"[7729, 156, 6976, 1028, 3479, 1311, 2337, 6725, 4876, 3531, 192, 4028, 7680, 7433, 7573, 961, 4009, 2646, 7060, 7318, 961, 7218, 192, 4876, 7086, 4851, 7005, 156, 6976, 5571, 4423, 2529, 4009, 7433, 2646, 7060, 3154, 961, 3856, 4]",0
"[6976, 6925, 7533, 2546, 4876, 6976, 4072, 961, 4574, 1473, 6367, 6955, 6976, 6095, 3312, 3061, 192, 3657, 6999, 7544, 7592, 6793, 7060, 6925, 2974, 1114, 156, 1466, 3684, 4788, 6982, 7005, 5843, 7533, 6080, 192]",0
"[6976, 6875, 3479, 4889, 6951, 6976, 4069, 2008, 192, 757, 7060, 6976, 6480, 3061, 711, 4574, 961, 711, 2008, 3479, 7060, 1299, 6951]",1
"[4889, 6976, 2008, 3174, 4069, 7533, 6951, 156, 961, 4028, 4009, 4788, 7008, 6951, 192]",1
"[2013, 3443, 1222, 6959, 961, 4053, 2008, 925, 3443, 711, 6372, 6029, 6925, 3731, 192, 6985, 7592, 4753, 6959, 4876, 6976, 4588, 192]",1
"[4588, 4712, 7060, 1299, 6951, 156, 2008, 4009, 1605]",1
"[6976, 2271, 6959, 3174, 2013, 1077, 5306, 3767, 6976, 6925, 3151, 192, 6976, 6875, 3479, 3629, 7324, 6029, 3174, 6955, 7611, 4009, 3379, 192, 6994, 3490, 6951, 6976, 4069, 2008, 192, 3629, 3657, 2521, 4788, 3045, 4028, 4009, 7008, 6951, 192, 925, 156, 6985, 1077, 4753, 6959, 3174, 975, 4851, 6976, 4588, 192]",1
"[6976, 4069, 2008, 7533, 7008, 6951, 7360, 5414, 6029, 6895, 192, 6976, 6959, 7592, 7573, 4677, 961, 2646, 7060, 3154, 961, 7218, 192, 4876, 7086, 4851, 6973, 156, 6976, 6875, 2421, 711, 3379, 4053, 6955, 909, 4851, 6976, 2155, 4907, 1169, 7651, 2631, 2008, 192, 7597, 3657, 2421, 4788, 6170, 7012, 156, 7533, 4574, 6955, 192, 7005, 6312, 2281, 1299, 810, 156, 3174, 3902, 156, 3072, 4959, 710, 6935, 9, 6312, 4662, 1299, 2439, 192, 3174, 6439, 3854, 4876, 3627, 6955, 3767, 6038, 4876, 5524, 7680, 156, 3657, 7688, 6741, 7005, 5868, 192, 3635, 683, 265]",1
"[4889, 6951, 4882, 2008, 192, 961, 4788, 7007, 6955, 192, 2421, 4788, 6925, 2996, 1537, 192]",1
"[6976, 1785, 7592, 4788, 6973, 6527, 4959, 192, 3767, 2989, 6985, 7592, 4889, 432, 1785, 1312, 6976, 3096, 5943, 5120, 961, 6982, 6976, 5898, 4851, 6978, 1785, 1496, 3767, 6976, 4741, 7563, 1312, 6976, 3079, 5943, 7041, 7533, 7060, 6848, 5171, 192, 4788, 4889, 7533, 4028, 3767, 7005, 4159, 7563, 156, 1466, 1564, 1088, 4882, 2214, 156, 6428, 6994, 5473, 1177, 6976, 7433, 2747, 1293, 192, 3584, 7735, 1499, 3320, 3970, 7150, 7651, 7005, 6455, 4851, 1050, 156, 2811, 3684, 7735, 1077, 7676, 3174, 6439, 1689, 961, 6994, 4100, 2521, 4662, 4133, 3627, 978, 4009, 7166, 4959, 192, 3657, 7688, 2281, 5647, 5475, 4730, 3264, 2631, 7563, 1103, 711, 4647, 1347, 5265, 7060, 1307, 3015, 7651, 192]",1
"[7729, 156, 6985, 7592, 2764, 1785, 7060, 4107, 6973, 6976, 6875, 3479, 1956, 5473, 6978, 1581, 7060, 3345, 192]",0
"[7613, 6985, 1077, 4627, 5473, 1581, 3767, 6976, 1780, 3568, 156, 7737, 1581, 7026, 6976, 5397, 5120, 7592, 4876, 6976, 2604, 2210, 961, 877, 192, 4028, 109, 5246, 6973, 7735, 4421, 3490, 7671, 4876, 7005, 7026, 6976, 7563, 961, 4788, 5473, 7737, 1581, 156, 4028, 109, 3467, 7060, 6092, 192, 3767, 6976, 3284, 3174, 3284, 5402, 156, 7158, 7060, 6563, 1103, 2637, 1103, 5246, 961, 7158, 7060, 5476, 3767, 1177, 4184, 329, 3598, 711, 2214, 7676, 4876, 6976, 5397, 156, 7609, 4028, 7688, 1299, 7676, 1473, 7739, 4925, 7651, 7737, 6875, 192]",1
"[6985, 7592, 4889, 711, 7097, 4851, 480, 1785, 3174, 495, 2006, 961, 915, 909, 4851, 6979, 7592, 4876, 6976, 3231, 4851, 6976, 3079, 6697, 192]",1
"[7729, 6976, 6875, 3479, 5473, 1581, 7026, 6976, 5397, 5120, 192]",0
"[711, 3379, 4816, 4851, 1785, 6369, 6976, 4159, 5943, 192, 3629, 156, 4028, 7688, 3490, 1311, 3379, 7060, 6170, 954, 2795, 4925, 915, 2795, 2003, 3237, 909, 4446, 192, 4882, 6183, 7060, 3490, 2000, 7433, 4325, 7105, 6976, 5397, 192]",1
"[7729, 156, 6976, 6875, 5473, 711, 7097, 4851, 480, 1785, 7060, 4399, 192, 4876, 7086, 4851, 7005, 156, 2631, 6875, 4445, 2000, 711, 2234, 6288, 4851, 6976, 1785, 6428, 7005, 4009, 3379, 4, 7005, 4816, 4851, 1785, 6757, 6431, 3418, 2003, 192, 1790, 961, 5475, 7060, 3345, 5733, 4009, 3523, 3174, 4380, 5632, 192, 4882, 156, 4028, 4362, 1450, 711, 4157, 156, 6289, 1028, 4647, 2642, 1103, 2838, 1499, 1299, 1452, 3767, 4264, 1360, 6383, 5165, 192, 7613, 4028, 1019, 7735, 909, 3443, 4753, 5351, 768, 7005, 156, 4882, 6997, 6973, 4509, 5438, 3523, 3767, 6976, 3284, 156, 4009, 7371, 6234, 1414, 156, 961, 6976, 4025, 6166, 3767, 3345, 192, 7360, 6234, 1414, 156, 914, 2631, 4022, 7060, 1299, 1169, 7651, 711, 6497, 1713, 1413, 4854, 4851, 4399, 192, 7005, 4009, 7326, 156, 1103, 7602, 711, 5461, 5834, 4009, 4338, 3970, 4399, 156, 6976, 4952, 6875, 4446, 1077, 721, 7060, 6170, 2849, 7597, 6973, 5461, 5834, 1970, 192, 2132, 3345, 4025, 4009, 3523, 3767, 6973, 4028, 4362, 1629, 7283, 711, 4157, 5397, 3970, 6405, 156, 2642, 7060, 7218, 6869, 7433, 6358, 192, 2631, 4022, 1499, 1299]",1
"[4889, 472, 1785, 4975, 495, 2216, 4851, 1790]",1
"[6976, 1713, 3163, 3379, 6038, 961, 5524, 1727, 5266, 961, 3479, 925, 4352, 6976, 5841, 4656, 6635, 192]",0
"[7613, 3657, 5606, 2761, 6976, 818, 4851, 6976, 710, 1035, 7060, 7005, 4053, 9, 961, 710, 4069, 3767, 7005, 1808, 9, 5232, 4851, 6976, 7464, 156, 4028, 5606, 3374, 883, 2596, 5334, 192, 6976, 1713, 4009, 4100, 2052, 961, 5078, 3237, 6976, 3828, 4851, 6976, 5746, 4574, 192, 4588, 1077, 4100, 7389, 156, 6985, 1077, 4753, 4496, 731, 3970, 7010, 3067, 156, 961, 2013, 1077, 711, 1359, 1366, 192, 6976, 4976, 6038, 5265, 4009, 3379, 7012, 156, 6976, 7402, 1077, 6417, 156, 6985, 1077, 4521, 3368, 7402, 2820, 192]",0
"[3163, 3379, 5266]",0
"[6976, 1713, 3163, 6976, 3379, 6038, 961, 5524, 1727, 5266, 192]",0
"[1713, 4876, 3345, 4310, 3409, 6428, 3020, 4, 7735, 1077, 3162, 3379, 6038, 4876, 5524, 1727, 5266, 961, 4028, 4310, 4226, 7735, 1077, 3733, 7737, 1713, 7060, 6976, 6095, 1449, 7651, 711, 1359, 4851, 6038, 4876, 5524, 7168, 1473, 4504, 3476, 7060, 794, 4876, 1103, 7573, 192, 6985, 4009, 4662, 4647, 3767, 6920, 4851, 7597, 6312, 1299, 3760, 2862, 7060, 4422, 6852, 711, 4264, 1359, 723, 2407, 961, 7597, 4028, 109, 3264, 4009, 7060, 7737, 5382, 192, 3657, 2521, 4662, 4133, 7597, 2407, 4009, 961, 4028, 4009, 3523, 3174, 711, 5959, 4226, 4659, 7060, 7218, 1567, 7002, 5062, 3303, 192, 7735, 1499, 2687, 2521, 7005, 3767, 7737, 5584, 3061, 156, 7737, 3343, 1780, 4482, 156, 4925, 1103, 1778, 3767, 7737, 1713, 192]",1
[7729],0
"[6976, 1713, 4009, 7573, 6636, 7026, 192, 5414, 4683, 2027, 3490, 1311, 7324, 3174, 7402, 156, 1656, 961, 4496, 192, 3657, 4226, 6976, 7318, 4851, 2407, 3174, 1210, 192, 4631, 1713, 4009, 6207, 961, 1777, 3174, 1713, 4788, 1220, 1473, 5524, 4009, 4662, 4707, 192, 3629, 156, 3767, 2013, 156, 877, 4455, 954, 740, 6504, 156, 6985, 6312, 1299, 954, 3823, 192, 7005, 3479, 1311, 2546, 3767, 4631, 5174, 1466, 3479, 1311, 4541, 4959, 3767, 6439, 192, 3174, 2684, 683, 3767, 1032, 156, 877, 4235, 523, 6973, 1970, 6976, 5436, 740, 6504, 156, 6985, 6312, 1299, 954, 3823, 3174, 6976, 1713, 6973, 3163, 192, 925, 156, 6976, 7464, 1077, 4788, 3825, 757, 7060, 6038, 6558, 3767, 6439, 5174, 192, 3174, 2684, 683, 1803, 3237, 4235, 523, 7060, 4235, 551, 2521, 4788, 3154, 6976, 3823, 3433, 192, 6976, 4588, 7592, 4543, 4707, 7389, 3767, 6976, 3096, 5943, 156, 3629, 6973, 3479, 1311, 6849, 1523, 4851, 4809, 192, 4138, 3174, 3765, 4876, 6976, 3044, 5444, 156, 6038, 1727, 5266, 3490, 1311, 3159, 7573, 192]",1
"[4100, 4882, 5209, 156, 4422, 7735, 2521, 4662, 4712, 7060, 6095, 711, 3576, 4574, 156, 794, 6976, 3275, 7060, 4952, 4574, 4226, 7329, 192]",0
"[7433, 7573, 4151, 4959, 3657, 4226, 3627, 4028, 4310, 961, 3137, 192, 6439, 4851, 6976, 3201, 4712, 711, 1359, 4851, 7670, 156, 6985, 1077, 711, 3053, 4543, 3055, 156, 4925, 6976, 2807, 1077, 4662, 3252, 5604, 192, 4100, 3174, 3056, 3657, 5774, 4714, 7389, 156, 5144, 4816, 156, 7562, 140, 1808, 961, 7350, 141, 961, 5941, 192]",1
"[7737, 1028, 4009, 915, 6985, 3767, 6920, 4851, 4442, 909, 6976, 5844, 192, 7433, 7573, 2546, 6428, 3020, 4, 711, 2092, 4851, 6998, 3657, 5532, 3970, 7613, 5193, 1088, 7651, 7737, 1028, 192, 3096, 4851, 909, 156, 6976, 5443, 840, 2713, 961, 5072, 2421, 4662, 7670, 3174, 4423, 1103, 3657, 7533, 4788, 721, 7060, 6331, 3767, 1103, 954, 840, 192, 3657, 2521, 4662, 4133, 3684, 7005, 7533, 711, 4549, 4876, 7737, 5035, 961, 4422, 3185, 6445, 4925, 6976, 3055, 6973, 1970, 6976, 840, 6021, 7533, 4319, 3237, 7737, 2205, 192, 2687, 7542, 156, 1306, 3657, 2083, 4662, 4284, 3767, 1103, 711, 5287, 840, 156, 3657, 1478, 4662, 4089, 4876, 7609, 6976, 840, 3261, 7670, 4925, 4788, 192, 6164, 156, 3657, 4227, 3627, 7735, 7324, 1915, 5074, 7602, 6976, 7329, 7528, 7060, 4241, 6981, 7651, 711, 1808, 192, 7613, 4753, 4707, 156, 4028, 109, 711, 3379, 6169, 4637, 7060, 3490, 6976, 7329, 1060, 4851, 6978, 1581, 1312, 6708, 6976, 2662, 3189, 192, 4952, 6970, 7010, 7171, 156, 2838, 6183, 7060, 1299, 2646, 7060, 4374, 961, 6976, 7329, 3953, 4009, 3982, 192, 3657, 1048, 7735, 925, 4455, 3261, 6973, 1077, 4788, 7676, 3767, 7737]",1
"[6976, 7181, 4009, 5606, 4742, 961, 2646, 7060, 7318, 192]",0
"[6976, 985, 4009, 7330, 192, 5584, 4009, 7573, 6570]",0
"[6976, 6875, 3479, 2546, 711, 3409, 4053, 3767, 6920, 4851, 6976, 7181, 192, 6976, 5584, 3061, 4009, 7433, 7573, 2385, 4959, 961, 1970, 4631, 3854, 4707, 5718, 6044, 6976, 1028, 192, 711, 4792, 723, 7597, 4009, 4788, 3731, 7688, 1299, 3523, 6428, 6976, 7329, 7688, 4662, 4307, 3174, 4028, 7688, 1299, 1340, 192, 6976, 3953, 4009, 4627, 6970, 7597, 7533, 1109, 3174, 961, 3528, 4009, 1013, 961, 3982, 192, 954, 4022, 6973, 3657, 2984, 7533, 3657, 3443, 7060, 3355, 711, 4246, 961, 5231, 7312, 156, 7611, 6312, 4662, 1299, 2913, 3237, 2833, 1026, 192, 925, 156, 4028, 7022, 954, 2803, 7602, 3657, 3107, 6973, 1466, 7213, 710, 4657, 1035, 9, 156, 6976, 1028, 7533, 6705, 192, 954, 3761, 3767, 6920, 4851, 6976, 5659, 5001, 2083, 1299, 7060, 3785, 954, 4921, 7060, 7439, 909, 1035, 5549, 6970, 3490, 4028, 883, 6976, 4053, 6976, 5659, 5251, 192, 925, 156, 6985, 6312, 1299, 954, 4921, 7060, 1576, 6976, 7329, 4673, 4925, 6805, 5378, 1103, 711, 5659, 7060, 954, 1026, 156, 7611, 7533, 4662, 1231, 192, 4976, 156, 3379, 7670, 3767, 6920, 4851, 6976, 7181, 192]",1
"[5320, 3379, 3953, 156, 2431, 1749, 961, 2500, 7055, 4362, 4028, 2644, 7060, 7318, 192]",0
"[3657, 6170, 6976, 6095, 4338, 6959, 1466, 4753, 6029, 4925, 6875, 810, 6959]",1
"[4753, 6959, 3490, 1311, 4338, 3174, 4882, 4574, 961, 2008, 1177, 6976, 4624, 192]",1
"[2008, 6959, 3490, 1311, 2546, 156, 1466, 4777, 3174, 975, 4851, 6976, 4588, 192]",1
"[2421, 4788, 3084, 975, 6959, 192]",1
"[6976, 2271, 6959, 3174, 2013, 1077, 5306, 3767, 6976, 6925, 3151, 7611, 1598, 3174, 1292, 3264, 4851, 6976, 1028, 192, 3629, 156, 6994, 1077, 4788, 7007, 192, 961, 4753, 6959, 3174, 4588, 3490, 1311, 3731, 192, 6029, 2083, 3490, 1311, 7324, 3174, 6955, 7060, 1598, 3174, 2913, 1323, 4851, 6976, 1028, 192, 3657, 2521, 4788, 6170, 6976, 6063, 4781, 4009, 6985, 711, 4449, 723, 4028, 3767, 6976, 5584, 192]",1
"[4788, 6794, 156, 6994, 2422, 7318, 6029, 156, 961, 6976, 6925, 3067, 4509, 1299, 3312, 1473, 5524, 2271, 192, 3657, 85, 4788, 6794, 723, 7005, 5035, 192]",1
"[4889, 423, 1785, 156, 6994, 1077, 3007, 2828, 1350, 6976, 6875, 4446, 7012, 192, 7688, 5647, 1790, 4627, 4867, 7651, 6405, 1581, 192]",1
"[1288, 4876, 7737, 3345, 1785, 156, 7737, 1785, 6179, 7060, 6315, 6973, 7735, 1077, 5479, 3767, 7670, 4876, 6976, 5397, 915, 2835, 6369, 6976, 422, 4851, 3040, 192]",0
"[7433, 3053, 1785, 877, 6976, 430, 6013, 4851, 5963, 192, 961, 4889, 4882, 2005, 192]",1
"[711, 3053, 1785, 1077, 4338, 192, 4631, 4851, 6979, 3767, 6976, 4159, 3053, 2216, 4851, 6976, 2225, 192]",1
"[6985, 1077, 5729, 1778, 6566, 418, 7611, 4009, 3379, 192, 3629, 156, 6976, 4816, 4851, 1785, 6179, 7060, 1299, 7433, 4325, 1177, 4100, 419, 961, 7005, 4009, 2796, 2506, 949, 432, 4446, 192, 3657, 85, 4788, 6794, 3684, 7005, 7533, 711, 495, 4445, 6875, 4925, 711, 432, 4445, 6875, 6369, 6976, 5584, 2536, 4662, 6507, 4028, 192, 1790, 877, 3733, 3749, 3261, 4009, 711, 3379, 5265, 961, 2541, 6976, 6063, 7688, 7531, 711, 3553, 6113, 192]",1
"[4889, 410, 1785, 961, 909, 2546, 1473, 4882, 759, 192]",0
"[6976, 1713, 3479, 1311, 7573, 4308, 3970, 156, 4683, 2027, 1077, 3379, 156, 4882, 6997, 3657, 2425, 4226, 723, 6976, 1713, 4009, 6985, 7533, 6985, 7533, 7433, 4263, 4925, 4753, 1778, 156, 4028, 7688, 3490, 1311, 5606, 2646, 7060, 4307, 3970, 6976, 1713, 3684, 6985, 7592, 1778, 4028, 1499, 1299, 6184, 6973, 6976, 1713, 3163, 3511, 4047, 2026, 156, 1466, 6973, 1764, 4689, 3174, 4047, 2399, 3657, 4227, 6976, 2989, 6973, 1312, 774, 7533, 7324, 7573]",1
"[6976, 1028, 6183, 7060, 3154, 3379, 6038, 4876, 5524, 1727, 5266, 192, 4631, 4851, 6976, 1713, 4009, 6095, 3312, 3528, 6994, 6627, 835, 7060, 6976, 1035, 6635, 3174, 4656, 192, 6994, 1713, 4009, 925, 5416, 3197, 7651, 5414, 3823, 192, 4882, 6998, 4543, 4009, 6976, 4146, 4851, 1778, 3767, 6976, 1713, 192, 6976, 1214, 2083, 3759, 4876, 6973, 192]",1
