comments,is_prompt_exists
"[2870, 4486, 3698, 956, 3565, 323, 62, 755, 2645, 2611, 3031, 1448, 4734, 5097, 304, 2870, 2527, 580, 3062, 81]",0
"[1736, 390, 62, 2468, 390, 3483, 3136, 245, 62, 3599, 390, 307, 62, 5301, 1241, 1635, 683, 5318, 5097, 5636, 367, 447, 1906, 62, 5636, 364, 5313, 5474, 2219, 62, 1635, 2853, 5622, 2219, 3565, 5542, 62, 3971, 3538, 5526, 4901, 5097, 1213, 1635, 62, 1213, 1635, 5623, 2276, 580, 2191, 3318, 61, 5021, 2407, 3545, 62, 2640, 4248, 18, 390, 1165, 3493, 2216, 4531, 3615, 1827, 2037, 9, 62, 837, 2910, 1828, 3418, 5618, 390, 2139, 4248, 3971, 2389, 1635, 62, 1213, 1635, 78, 2622, 2914, 2255, 1018, 2455, 755, 2456, 755, 2327, 304, 5097, 323, 62, 5108, 696, 3341, 3567, 4297, 1635, 2276, 580, 2191, 3318, 62, 5021, 77, 62, 1270, 789, 4541, 846, 1531, 62, 2059, 3174, 656, 750, 2633, 68, 3986, 61, 1127, 5039, 4486, 5097, 2495, 5013, 4397, 1936, 868, 5108, 696, 3341, 62, 4495, 304, 868, 3212, 1448, 4734, 4486, 5097, 2521, 62, 706, 3578, 5399, 61, 5399, 3194, 62, 4810, 61, 2059, 683, 5013, 1635, 1448, 2853, 4795, 61, 2870, 5554, 4790, 718, 3226, 5097, 610, 3407, 3336, 35, 2560, 3669, 45, 5047, 46, 62, 868, 2645, 5013, 3462, 2853, 1739, 4991, 62, 1155, 3336, 61, 1127, 5030, 1439, 5022, 2853, 3478, 1051, 3565, 3407, 618, 62, 2480, 4269, 3141, 3478, 1772, 61, 2716, 2147, 4269, 62, 4682, 4269, 3141, 3478, 1772, 62, 3493, 5360, 5449, 3565, 5013, 3766, 62, 4609, 2853, 3552, 3430, 2327, 5046, 5235, 81]",0
"[2611, 42, 5179, 4266, 2870, 62, 5208, 3545, 1635, 4512, 61, 5551, 743, 3478, 1772, 3853, 2521, 4]",0
"[1273, 61, 702, 3137, 2534, 716, 61, 790, 2645, 2611, 27, 3912, 5039, 2699, 5013, 5660, 3830, 4]",0
"[1736, 390, 62, 2468, 390, 3483, 3136, 245, 62, 3599, 390, 307, 62, 5301, 1241, 1635, 683, 5318, 5097, 5636, 367, 447, 1906, 62, 5636, 364, 5313, 5474, 2219, 62, 1635, 2853, 5622, 2221, 3357]",0
"[580, 1749, 5634, 3026, 5097, 1911, 5013, 792, 4848, 3974, 1133, 1001, 592, 5097, 5324, 750, 792, 4848, 868, 580, 4623, 845, 3665, 3736, 4848, 81]",1
"[5039, 845, 45, 1551, 983, 580, 5699, 2198, 46, 4574, 1479, 716, 3542, 5013, 3283, 45, 1551, 983, 868, 750, 5674, 2198, 46, 755, 4883, 2204, 45, 1903, 61, 5672, 61, 4448, 61, 2052, 81, 46]",1
"[5011, 5013, 4798, 4957, 3455, 5097, 2754, 5013, 792, 755, 4023, 2870, 5097, 5013, 4798, 81]",0
"[811, 4027, 580, 4610, 1173, 5401, 2883, 1443, 45, 2594, 390, 121, 46, 81]",0
"[5039, 1173, 5634, 3493, 3578, 1997, 5013, 4848, 2103, 61, 1127, 2870, 5634, 734, 718, 2276, 4798, 4851, 5097, 983, 656, 755, 5143, 2699, 5013, 1749, 35, 4714, 1497, 4913, 45, 1903, 61, 5004, 61, 2394, 46, 81]",0
"[3613, 61, 2870, 5634, 734, 983, 2426, 2276, 5039, 1173, 5097, 4880, 4496, 3542, 3200, 755, 3959, 3873, 5011, 5013, 792, 2853, 2803, 5097, 4948, 81]",1
"[868, 580, 4770, 3869, 61, 2870, 5634, 983, 2219, 2276, 5013, 1749, 5097, 1857, 2327, 5013, 1742, 1216, 580, 39, 4972, 9, 5011, 2853, 580, 5699, 2198, 5598, 971, 5674, 4973, 755, 3831, 2202, 61, 5533, 5013, 1749, 1551, 5021, 5213, 2276, 5013, 792, 4556, 5472, 5097, 4852, 81]",0
"[5039, 1173, 5634, 3493, 3578, 1997, 5013, 4848, 2103, 61, 1127, 2870, 5634, 734, 718, 2276, 4798, 4851, 5097, 983, 656, 755, 5143, 2704, 3357]",0
"[2611, 5469, 5097, 3098, 580, 1406, 3565, 5263, 1749, 5173, 1133, 1866, 1916, 682, 81]",0
"[5022, 2853, 728, 3542, 5263, 2175, 2408, 3565, 5598, 4187, 5097, 1749, 4880, 3565, 2866, 3026, 5567, 4990, 1760, 81]",0
"[1224, 3734, 4253, 2276, 1760, 755, 2385, 2668, 81]",0
"[5263, 2905, 3974, 970, 3565, 2326, 3274, 4100, 5006, 792, 4064, 81]",0
"[774, 3570, 2530, 1165, 4481, 2881, 1855, 4339, 3459, 81]",0
"[2611, 2979, 5039, 1406, 3565, 996, 3542, 3631, 755, 2699, 2412, 2156, 81]",0
"[2934, 2611, 5334, 5692, 5097, 3113, 891, 5039, 3211, 81]",0
"[5010, 2699, 673, 81]",0
"[4880, 5013, 5572, 782, 3565, 5567, 361, 81]",1
"[1609, 2870, 2853, 4881, 3565, 5567, 3766, 3578, 81]",0
"[1246, 5013, 1214, 944, 5097, 917, 4898, 5097, 5550, 868, 3934, 3462, 5013, 3466, 3173, 1635, 1448, 3163, 2853, 5399, 768, 755, 4304, 2699, 2534, 1635, 5342, 3565, 5013, 1213, 3462, 81]",1
"[2591, 4756, 5554, 2521, 5338, 5097, 5654, 1408, 5494, 4531, 2773, 3766, 61, 5011, 1551, 983, 5345, 2276, 2575, 5503, 61, 1861, 2204, 2327, 3766, 5401, 1097, 2052]",0
"[5692, 4574, 983, 592, 5097, 4491, 580, 1675, 813, 2276, 1224, 2347, 81]",1
"[2276, 2786, 61, 2611, 1309, 580, 2608, 3766, 3511, 755, 2611, 739, 2396, 5013, 3611, 5097, 1152, 5598, 5013, 3766, 61, 3615, 4640, 81]",0
"[2611, 5634, 3026, 5097, 983, 592, 5097, 4968, 5013, 4913, 5097, 738, 3583, 5598, 4640, 81]",1
"[4397, 2276, 3190, 61, 5695, 3045, 61, 5505, 3045, 45, 5011, 734, 2495, 750, 792, 46, 61, 2052, 83]",0
"[1609, 580, 2198, 2853, 4617, 2245, 868, 1688, 81]",0
"[5013, 2198, 2853, 3493, 4225, 2327, 4797, 81]",0
"[2699, 5103, 1586, 4749, 5625, 61, 4617, 2246, 580, 2198, 868, 1688, 1837, 3493, 4479, 2870, 2327, 4032, 2135, 81]",0
"[3853, 1451, 658, 750, 3611, 5097, 2035, 580, 2198, 1133, 3654, 5013, 1042, 5598, 2363, 755, 734, 5013, 1199, 2018, 3422, 81]",1
"[5013, 645, 2036, 1165, 983, 580, 949, 3974, 81]",0
"[734, 1451, 658, 580, 2438, 3878, 5097, 1990, 2036, 81]",0
"[2533, 61, 3853, 3853, 3154, 5013, 1303, 2699, 595, 2310, 3026, 4699, 61, 3848, 2052, 2669, 755, 5246, 81]",1
"[4339, 3506, 2881, 2688, 5097, 1571, 580, 1612, 3847, 2699, 580, 3237, 3844, 792, 5601, 5158, 716, 5013, 4700, 5097, 2856, 81]",0
"[2870, 5554, 983, 5399, 1917, 2645, 5013, 1303, 846, 2669, 755, 4698, 1353, 1301, 1165, 983, 5346, 4617, 868, 580, 3047, 5528, 3570, 1165, 654, 3615, 4223, 4698, 2910, 3026, 3630, 1354, 4676, 5011, 3245, 45, 4699, 1350, 46, 1165, 983, 5346, 3357, 1937, 81]",0
"[2348, 61, 2122, 949, 689, 3844, 5097, 3841, 3493, 3578, 903, 5146, 1127, 4698, 868, 5517, 61, 5010]",1
"[2611, 2495, 3972, 5598, 1470, 1301, 3565, 5567, 364, 755, 5582, 364, 5598, 5039, 1338, 390, 5382, 3660, 441, 3466, 5571, 45, 46, 439, 3661, 45, 5570, 46, 439, 2652, 440, 5569, 444, 1476, 441, 935, 3662, 45, 46, 439, 2645, 45, 1477, 444, 208, 46, 5703, 2281, 45, 5569, 1135, 2699, 1476, 46, 5703, 935, 3466, 5577, 45, 1138, 60, 579, 62, 579, 60, 1140, 60, 579, 448, 10, 60, 1139, 46, 105, 45, 46, 439, 5705, 5705, 2699, 5567, 364, 5013, 2194, 2971, 2853, 738, 1964, 755, 5013, 2194, 2234, 734, 1482, 2971, 81]",0
"[2699, 5582, 364, 5013, 1486, 3542, 2195, 2234, 755, 2971, 2853, 1531, 1127, 5526, 2611, 4384, 792, 2327, 4661, 61, 5013, 3800, 45, 46, 3288, 1567, 45, 5013, 4397, 1338, 5618, 5517, 3565, 5567, 3766, 364, 5526, 2611, 1707, 2327, 5424, 4833, 3565, 1758, 46, 2611, 2495, 3972, 5598, 1470, 1301, 3565, 5567, 364, 755, 5582, 364, 5598, 5039, 1338, 390, 5382, 3660, 441, 3466, 5571, 45, 46, 439, 3661, 45, 5570, 46, 439, 2652, 440, 5569, 444, 1476, 441, 935, 3662, 45, 46, 439, 2645, 45, 1477, 444, 208, 46, 5703, 2281, 45, 5569, 1135, 2699, 1476, 46, 5703, 935, 3466, 5577, 45, 1138, 60, 579, 62, 579, 60, 1140, 60, 579, 448, 10, 60, 1139, 46, 105, 45, 46, 439, 5705, 5705, 2699, 5567, 364, 5013, 2194, 2971, 2853, 738, 1964, 755, 5013, 2194, 2234, 734, 1482, 2971, 81]",0
"[2699, 5582, 364, 5013, 1486, 3542, 2195, 2234, 755, 2971, 2853, 1531, 1127, 5526, 2611, 4384, 792, 2327, 4661, 61, 5013, 3800, 45, 46, 3288, 1567, 45, 5013, 4397, 1338, 5618, 5517, 3565, 5567, 3766, 368, 3357]",0
"[2276, 4688, 4135, 61, 2009, 580, 3511, 5598, 580, 47, 891, 5013, 2329, 2699, 5097, 5013, 1765, 4951, 2699, 750, 792, 2699, 5639, 61, 5645, 61, 3615, 5646, 4309, 2699, 5013, 3275, 579, 3853, 2007, 4534, 1346, 1786, 2327, 5013, 3766, 35, 2922, 10, 81]",0
"[5039, 3230, 2611, 1143, 3418, 5345, 2447, 4534, 1346, 2699, 580, 1765, 792, 61, 1902, 81]",0
"[2276, 4541, 1426, 1152, 2304, 5533, 3455, 54, 891, 5013, 2329, 81]",0
"[2611, 3126, 5013, 5279, 792, 830, 81]",0
"[1127, 3407, 5636, 792, 3453, 750, 703, 81]",0
"[2611, 2305, 2699, 3380, 5011, 5013, 703, 3164, 1301, 2853, 3493, 4881, 81]",0
"[4676, 2611, 2495, 5097, 4788, 5097, 4650, 81]",0
"[5526, 5554, 5013, 703, 2179, 983, 2677, 2699, 5589, 5097, 4880, 5013, 3766, 445]",0
"[2611, 2305, 3570, 2814, 5033, 5526, 2611, 5197, 5097, 2780, 3407, 837, 3542, 285, 1773, 5225, 45, 5636, 4607, 361, 61, 5636, 4607, 364, 755, 5279, 792, 46, 5097, 5013, 4460, 1182, 81]",0
"[2233, 3542, 716, 61, 2611, 4537, 5097, 4798, 3466, 837, 3565, 4460, 1182, 2699, 4797, 4512, 61, 5021, 4768, 5097, 2780, 5039, 5046, 837, 81]",0
"[683, 2781, 61, 5520, 2611, 1165, 4481, 390, 447, 5636, 4607, 361, 792, 449, 2870, 5474, 2782, 3565, 5013, 3766, 61, 1127, 5692, 1165, 3367, 2870, 5097, 4460, 5041, 4797, 4512, 81]",0
"[447, 5636, 4607, 364, 792, 449, 2870, 5474, 2782, 3565, 5013, 3766, 61, 1127, 5692, 1165, 3493, 3367, 2870, 5097, 4460, 5041, 4797, 4512, 81]",0
"[447, 5279, 792, 449, 2870, 5474, 2782, 3565, 5013, 4460, 1786, 81]",0
"[447, 5279, 792, 449, 505, 3357]",0
"[2493, 5208, 1855, 2359, 755, 3396, 5440, 5021, 2611, 1143, 3418, 2514, 3407, 3766, 4343, 2976, 5526, 2611, 2287, 5097, 5205, 5440, 944, 5309]",0
"[654, 256, 3357, 4008, 2276, 2434, 1501, 81]",1
"[62, 1066, 652, 62, 2798, 3216, 5598, 652, 4537, 5097, 5190, 5013, 2518, 3542, 5013, 2433, 1165, 983, 5383, 81]",0
"[5013, 2875, 5554, 650, 2881, 2518, 5097, 5013, 1484, 81]",0
"[5598, 3217, 5692, 1165, 3031, 5013, 3511, 3542, 1364, 81]",0
"[5039, 4009, 2853, 2043, 5348, 5526, 652, 2853, 4537, 5097, 5190, 81]",0
"[2611, 27, 580, 1039, 4889, 1133, 5013, 633, 1216, 81]",0
"[2611, 5035, 2870, 4574, 2495, 992, 5042, 3357, 5097, 983, 3026, 982, 2596, 81]",1
"[4339, 3506, 61, 2870, 2910, 1853, 5013, 2103, 5598, 5520, 5013, 3064, 5069, 4023, 81]",0
"[2870, 35, 3472, 5097, 2495, 580, 3501, 2327, 580, 3469, 2276, 2073, 755, 983, 592, 5097, 4118, 580, 4568, 2132, 1127, 2870, 4574, 2402, 2348, 2699, 5013, 2103, 62, 1896, 755, 4334, 3502, 62, 1808, 3565, 580, 2383, 3565, 5013, 2998, 4589, 3542, 5013, 2560, 4442, 45, 2327, 1922, 4896, 4865, 868, 5457, 1837, 2276, 837, 4385, 46, 62, 3154, 5013, 3090, 4442, 1616, 5598, 3357, 5006, 3578, 326, 792, 755, 3154, 5013, 2622, 3584, 3565, 4943, 45, 2791, 3542, 5299, 5013, 3499, 1216, 2290, 5121, 46, 2611, 27, 580, 1039, 4889, 1133, 5013, 633, 1216, 81]",0
"[2870, 35, 3472, 5097, 2495, 580, 3501, 2327, 580, 3469, 2276, 2073, 755, 983, 592, 5097, 4118, 580, 4568, 2132, 1127, 2870, 4574, 2402, 2348, 2699, 5013, 2103, 62, 1896, 755, 4334, 3502, 62, 1808, 3565, 580, 2383, 3565, 5013, 2998, 4589, 3542, 5013, 2560, 4442, 45, 2327, 1922, 4896, 4865, 868, 5457, 1837, 2276, 837, 4385, 46, 62, 3154, 5013, 3090, 4442, 1616, 5598, 3357, 5006, 3578, 334, 3357]",0
"[2870, 5634, 983, 3384, 3357, 1373, 5097, 983, 592, 5097, 4118, 5013, 2012, 3501, 2699, 5013, 1216, 3542, 3502, 2276, 5646]",1
"[1609, 2881, 5399, 2480, 5097, 1655, 2606, 755, 5495, 81]",0
"[5526, 5692, 1571, 580, 5507, 5692, 4617, 1165, 3493, 4481, 5013, 1842, 3615, 774, 3491, 2752, 5097, 4481, 5522, 2408, 3565, 61, 5520, 2407, 5660, 755, 5541, 2870, 2407, 5660, 81]",0
"[3838, 3026, 2840, 755, 758, 3506, 2179, 3230, 5097, 1655, 5694, 5507, 5401, 5013, 1733, 81]",0
"[5526, 5692, 1443, 750, 2847, 5097, 580, 3138, 5692, 1165, 5408, 5013, 5507, 2327, 4392, 1133, 2408, 5097, 1745, 444, 1655, 81]",0
"[755, 5442, 758, 1760, 5692, 3583, 1292, 755, 2402, 5097, 579, 594, 390, 1760, 10, 81]",0
"[5039, 2397, 5500, 580, 5399, 1917, 5486, 5097, 1655, 5016, 817, 755, 5097, 4481, 5520, 2407, 5660, 45, 755, 5598, 2641, 580, 3123, 1165, 2402, 5660, 61, 2642, 2853, 1017, 1127, 4790, 3493, 868, 1917, 5097, 3154, 1594, 837, 4384, 3026, 3565, 758, 755, 2840, 46, 81]",0
"[2497, 5013, 3230, 5097, 2775, 5694, 792, 3615, 4628, 3455, 5097, 983, 2694, 2428, 81]",1
"[5692, 1165, 3506, 3578, 4481, 5013, 1458, 45, 1127, 5692, 3453, 5097, 3174, 4057, 5034, 2699, 1458, 868, 2870, 1837, 3418, 4575, 2039, 46, 61, 3493, 2059, 5013, 1842, 81]",0
"[3005, 725, 2775, 4279, 61, 5079, 755, 2589, 2039, 81]",0
"[5598, 2311, 3026, 764, 61, 3480, 61, 2903, 61, 2052, 988, 3357, 3890, 61, 5491, 4134, 3453, 3230, 5097, 1655, 3634, 837, 5097, 4023, 5013, 1013, 5494, 2103, 81]",0
"[5039, 2397, 5500, 580, 5399, 1917, 5486, 5097, 1655, 5016, 817, 755, 5097, 4481, 5520, 2407, 5660, 45, 757, 3357]",0
"[1609, 61, 837, 1165, 983, 5157, 1018, 621, 45, 4312, 61, 2611, 1002, 61, 716, 4103, 61, 5357, 61, 792, 2623, 61, 2052, 46, 81]",0
"[5039, 1165, 983, 1846, 5049, 580, 4880, 5060, 81]",0
"[2582, 61, 837, 5598, 2700, 4052, 846, 3493, 1954, 5097, 983, 5157, 81]",0
"[3493, 2059, 2645, 5013, 2615, 846, 1410, 4225, 2327, 5013, 792, 755, 1688, 2327, 5013, 1749, 618, 81]",0
"[2645, 5013, 792, 2063, 2459, 750, 2614, 61, 2870, 2853, 3493, 1954, 2276, 5154, 81]",0
"[2611, 5257, 5541, 5039, 3309, 3493, 2495, 992, 580, 2537, 3967, 61, 1127, 868, 5013, 3837, 2446, 2870, 4486, 596, 3450, 81]",0
"[2611, 2495, 837, 2611, 5634, 3026, 5097, 5154, 45, 5533, 2459, 2615, 46, 1127, 2611, 1165, 3493, 1828, 4676, 81]",0
"[5013, 4135, 2611, 4225, 5013, 2615, 5474, 5097, 3154, 5013, 837, 1954, 2276, 5154, 81]",0
"[4080, 5266, 81]",0
"[4139, 5097, 5154, 750, 792, 390, 62, 5154, 3659, 5097, 580, 1773, 3756, 3615, 2438, 60, 2069, 390, 750, 792, 2853, 4050, 1133, 580, 1773, 1393, 81]",0
"[2631, 61, 2870, 5634, 983, 2426, 5097, 5154, 750, 792, 2716, 2881, 2615, 61, 716, 2795, 81]",1
"[3106, 61, 2611, 1165, 2661, 5013, 3475, 5011, 3309, 983, 81]",0
"[891, 5013, 5399, 2995, 61, 2645, 2615, 846, 4225, 2327, 5013, 792, 755, 1688, 2327, 5013, 1742, 618, 61, 5013, 792, 4574, 986, 5155, 81]",0
"[2611, 2495, 837, 2611, 5634, 3026, 5097, 5154, 45, 5533, 2459, 2615, 46, 1127, 2611, 1165, 3493, 1829, 3357]",0
"[5013, 1519, 3288, 2853, 3326, 2699, 5589, 2276, 4688, 3488, 4135, 81]",0
"[4481, 3407, 2073, 2675, 2530, 390, 2591, 390, 146, 445, 2299]",0
"[3565, 3136, 384, 61, 2611, 739, 4385, 390, 3626, 390, 367, 2232, 4330, 3511, 390, 298, 2484, 4330, 3512, 4085, 4683, 5395, 390, 291, 1281, 4677, 5395, 390, 375, 5013, 3971, 3538, 5526, 2611, 4118, 3407, 1959, 61, 5533, 846, 4046, 2290, 3299, 2081, 4531, 61, 5360, 1114, 2699, 2081, 1314, 81]",0
"[5013, 3971, 2853, 3542, 2272, 3436, 390, 868, 2611, 749, 580, 3109, 1525, 3145, 61, 5598, 3393, 4243, 5097, 716, 35, 61, 5526, 2611, 3945, 5013, 579, 944, 10, 1129, 61, 4442, 2407, 1044, 61, 1837, 3493, 2402, 944, 5097, 3146, 5408, 81]",0
"[868, 2611, 3945, 579, 2560, 10, 1129, 61, 2870, 4935, 836, 326, 4476, 61, 2276, 2560, 4442, 5097, 806, 81]",0
"[774, 2632, 61, 2581, 1828, 2611, 4244, 5039, 61, 3615, 2853, 5039, 1749, 2297, 5013, 3830, 445]",0
"[1081, 61, 1684, 2534, 4]",0
"[774, 2632, 61, 2581, 1828, 2611, 4244, 5039, 61, 505, 3357]",0
"[4057, 944, 716, 2359, 2699, 2359, 2269]",1
"[5526, 5692, 821, 3466, 3877, 3565, 733, 2093, 61, 2043, 2645, 2870, 2853, 4200, 5097, 3422, 61, 716, 5013, 2093, 1584, 755, 3197, 2853, 3122, 81]",0
"[792, 2853, 2699, 4798, 5598, 1608, 3877, 891, 5011, 5073, 61, 5022, 2853, 3478, 3869, 822, 3466, 3877, 755, 3154, 1749, 5097, 5618, 3565, 3559, 4835, 81]",0
"[5526, 5692, 846, 1753, 750, 792, 61, 5013, 2375, 3877, 5554, 3154, 4512, 81]",0
"[1127, 5526, 580, 1749, 4853, 750, 792, 755, 2870, 35, 2152, 2276, 580, 4136, 61, 2870, 35, 5633, 4510, 580, 1749, 2071, 5520, 2475, 5598, 2547, 792, 81]",0
"[5520, 846, 5013, 5034, 5518, 5660, 61, 4100, 5006, 4416, 5694, 792, 2152, 3565, 263, 45, 2870, 35, 2375, 3275, 46, 5554, 983, 3478, 5345, 61, 868, 5013, 792, 2853, 733, 1747, 4125, 5026, 3877, 755, 5598, 5013, 5258, 3542, 5026, 3877, 81]",0
"[2645, 5692, 4617, 4415, 750, 792, 2150, 5598, 5013, 3878, 3511, 263, 3615, 4676, 61, 5520, 1165, 580, 1749, 1008, 3636, 3542, 2870, 61, 4100, 2500, 5554, 983, 3357, 1440, 755, 683, 580, 1558, 3542, 5083, 61, 2870, 5554, 983, 2333, 81]",0
"[683, 580, 3062, 5534, 61, 1749, 3218, 5035, 5011, 61, 779, 5030, 846, 3493, 2408, 5054, 61, 5520, 35, 5013, 3869, 2699, 4738, 5073, 2530, 81]",0
"[983, 4286, 755, 2395, 3357, 8, 4728, 1736, 61, 5541, 750, 792, 2150, 4100, 5006, 3871, 580, 3877, 5533, 4939, 594, 4545, 5034, 81]",1
"[3218, 983, 5039, 5623, 5598, 580, 2231, 61, 1127, 2276, 2732, 1750, 5692, 846, 5013, 4714, 8, 5692, 846, 5013, 2523, 81]",0
"[2645, 5692, 4617, 4415, 750, 792, 2150, 5598, 5013, 3878, 3511, 263, 3615, 4676, 61, 5520, 1165, 580, 1749, 1008, 3636, 3542, 2870, 61, 4100, 2500, 5554, 983, 3358, 3357]",0
"[5567, 361, 3766, 1675, 1149, 2853, 768, 5601, 1001, 592, 5097, 1515, 755, 3706, 3516, 2828, 5013, 1149, 792, 81]",0
"[2611, 2216, 3411, 2497, 5097, 3174, 4924, 3636, 2385, 2197, 61, 2007, 5017, 2699, 81]",0
"[1917, 2239, 654, 1515, 755, 3706, 2342, 2276, 658, 2197, 755, 1520, 3636, 2197, 81]",1
"[5567, 361, 3766, 81]",0
"[3455, 1515, 8, 3706, 2347, 5097, 2682, 2114, 2197, 2699, 755, 3636, 3542, 5013, 1149, 81]",1
"[1515, 774, 3511, 3542, 5013, 2820, 113, 1836, 755, 5197, 755, 4057, 2870, 2828, 1149, 792, 81]",0
"[5692, 5554, 2216, 5692, 2495, 5097, 1828, 2870, 3174, 81]",0
"[2611, 5634, 983, 1508, 2645, 5013, 1517, 3288, 5634, 4317, 4693, 4610, 5097, 5013, 1518, 3288, 81]",1
"[3426, 5013, 2198, 5011, 5474, 4240, 81]",0
"[2870, 5634, 3154, 1243, 660, 3598, 3384, 3357, 1912, 4]",0
"[2497, 5097, 4107, 2007, 5034, 3026, 5395, 3511, 61, 813, 3422, 61, 2052, 5526, 4854, 580, 3466, 792, 2853, 2910, 2437, 2276, 3158, 3329, 81]",0
"[2699, 5013, 792, 3169, 2611, 42, 733, 4057, 5013, 5395, 3511, 61, 755, 2611, 42, 733, 4057, 5013, 813, 3422, 81]",0
"[5526, 2611, 5324, 5039, 5672, 5097, 5013, 4798, 61, 3113, 891, 5013, 3169, 755, 3926, 5013, 1535, 2195, 2699, 3407, 4848, 2791, 3542, 2398, 3226, 580, 1245, 5097, 3322, 5017, 81]",0
"[3407, 5550, 2853, 4980, 683, 364, 5313, 81]",0
"[2611, 5346, 5097, 2385, 5550, 2699, 3407, 5539, 5684, 81]",0
"[3506, 2611, 1165, 2385, 2870, 4764, 3643, 5013, 5464, 2327, 5013, 4372, 81]",0
"[3407, 2629, 62, 2965, 4632, 3542, 5069, 62, 2810, 3064, 5069, 61, 5491, 1165, 3470, 61, 3713, 61, 3951, 4700, 891, 5673, 3396, 3064, 5069, 61, 4118, 3145, 5601, 3583, 792, 61, 2052, 83, 62, 3784, 949, 61, 45, 3478, 3357, 1629, 3615, 3023, 46, 61, 3026, 5567, 361, 81]",0
"[3005, 35, 3154, 5567, 3766, 3357, 1359, 4]",1
"[62, 716, 837, 1165, 983, 4706, 1133, 3422, 61, 1638, 2782, 61, 3361, 5346, 61, 83, 62, 3552, 792, 2269, 2276, 716, 5567, 3778, 62, 3422, 2438, 3026, 5567, 62, 5541, 3493, 3154, 4541, 3026, 1497, 3679, 2699, 5567, 361, 445]",1
"[2870, 35, 4688, 2629, 61, 3853, 5444, 4, 4, 4]",0
"[2870, 35, 4689, 3357]",0
"[5598, 5567, 3766, 361, 45, 2611, 2495, 580, 3483, 3136, 374, 46, 2645, 2611, 4507, 750, 1957, 5598, 894, 580, 4654, 3806, 61, 2699, 5013, 1957, 5011, 2611, 4146, 5013, 4632, 3542, 5013, 897, 1246, 1706, 3565, 5013, 1058, 3542, 5013, 1957, 81]",0
"[4486, 5011, 5013, 1058, 2853, 2714, 2699, 5013, 2656, 894, 81]",0
"[5197, 5097, 4507, 5013, 4397, 895, 5598, 256, 1773, 1957, 3570, 5598, 580, 3039, 2699, 5013, 1058, 755, 770, 5598, 580, 3123, 3542, 3040, 755, 4481, 5013, 1772, 2699, 5013, 895, 4632, 81]",0
"[1609, 5526, 5013, 1767, 5598, 2233, 3012, 3542, 5567, 3766, 4798, 4880, 2853, 1093, 5022, 2853, 3493, 774, 3611, 5097, 4116, 2538, 3012, 755, 4937, 5598, 4692, 5538, 1551, 4276, 774, 2932, 3542, 3330, 81]",0
"[5567, 3766, 4880, 4957, 1165, 4617, 4183, 2348, 1386, 755, 2067, 4796, 5022, 81]",0
"[755, 5249, 5030, 846, 1841, 2071, 5011, 81]",0
"[941, 4880, 4913, 2853, 580, 5399, 2412, 2073, 2581, 5039, 4574, 5618, 81]",0
"[2699, 2064, 1386, 1959, 5013, 4880, 3551, 35, 3164, 755, 2375, 2041, 1959, 846, 2714, 81]",0
"[3853, 1828, 5013, 4397, 2276, 5567, 3766, 4798, 5284, 5692, 5469, 5097, 2996, 5013, 1750, 755, 5024, 5013, 1982, 5357, 3005, 1855, 985, 3542, 4844, 4880, 4064, 81]",1
"[3299, 2488, 5097, 5257, 5011, 4184, 666, 4880, 5097, 1750, 5554, 4822, 944, 868, 5043, 3542, 1615, 61, 5538, 846, 5360, 5011, 4397, 4040, 35, 817, 5554, 983, 2998, 5601, 2348, 5317, 755, 2696, 81]",0
"[3853, 1828, 5013, 4397, 2276, 5567, 3766, 4798, 5284, 5692, 5469, 5097, 2996, 5013, 1750, 755, 5024, 5013, 1982, 5358, 3357]",1
"[5013, 590, 5097, 2495, 5405, 3565, 3064, 5069, 81]",0
"[2276, 2786, 2778, 61, 5416, 5406, 81]",0
"[2404, 3542, 5013, 5509, 61, 3542, 5013, 2177, 4958, 81]",0
"[1013, 3850, 81]",0
"[5011, 5634, 4359, 3064, 5069, 1172, 5097, 2133, 83]",0
"[654, 3813, 755, 3814, 2061, 61, 5030, 846, 1381, 2061, 81]",1
"[3154, 5013, 5465, 792, 944, 5097, 5528, 2870, 5474, 2611, 3323, 4059, 3495, 3565, 5013, 621, 755, 3323, 5013, 962, 1346, 755, 2699, 3630, 2185, 779, 5097, 2385, 1542, 5097, 4118, 1959, 5115, 445]",1
"[5526, 2611, 3841, 580, 5405, 2699, 4603, 2870, 3157, 750, 768, 1309, 4710, 5526, 2611, 5469, 5097, 4635, 580, 3694, 3542, 5013, 5405, 81]",0
"[3565, 3407, 3136, 384, 5598, 5646]",0
"[3853, 1744, 580, 3466, 5223, 970, 3565, 4823, 45, 2613, 81]",1
"[3084, 46, 5011, 5554, 2487, 5013, 1034, 5167, 782, 891, 5013, 5073, 3542, 1857, 1133, 2987, 5165, 5013, 4992, 2828, 5013, 1758, 35, 3081, 2963, 755, 4413, 5013, 5166, 1769, 3542, 5011, 792, 2276, 2351, 1863, 3542, 5011, 3082, 3615, 4314, 5013, 2093, 1515, 3542, 5013, 792, 2699, 5011, 3082, 81]",0
"[5022, 846, 4688, 1111, 2699, 3501, 1217, 5022, 846, 4676, 3179, 3502, 2699, 3501, 1216, 5021, 2870, 2959, 5526, 2611, 4452, 2870, 1856, 2611, 1828, 3418, 2939, 5011, 3631, 846, 2144, 5039, 3971, 3615, 3493, 1127, 2611, 5035, 2881, 580, 3152, 2864, 83]",0
