Comments,Mentions_Problem
"[10427, 11796, 6025, 7205, 1037, 10713, 11017, 10427, 4869, 7333, 10427, 11732, 228, 1206, 10427, 2034, 3419, 7333, 10427, 4869, 7333, 5741, 8119, 6359, 10427, 9777, 179, 9363, 10427, 3419, 883, 9358, 1238, 7512, 3013, 5209, 1845, 5263, 228, 10427, 1661, 3013, 5209, 5023, 10427, 6964, 3489, 3419, 7333, 10427, 4869, 5574, 228, 6079, 3013, 5209, 5656, 10427, 8131, 3419, 179, 5563, 3745, 9597, 4455, 228]",1
"[5471, 5352, 5209, 7165, 5487, 11587, 10623, 8131, 6025, 5889, 10713, 3677, 228]",1
"[10427, 10314, 7823, 11485, 7205, 1037, 10713, 11017, 10427, 10314, 7823, 228, 10427, 1669, 3013, 5209, 11737, 6964, 7394, 10427, 11796, 228, 1238, 10427, 10361, 1238, 4089, 9382, 4709, 7510, 7448, 10162, 4091, 3013, 5209, 1845, 5263, 228]",1
"[10427, 10361, 7823, 6025, 5633, 10427, 8407, 7394, 10427, 8724, 1238, 1160, 6079, 9111, 6025, 10408, 4527, 11577, 4951, 3846, 10361, 228, 7205, 5422, 10713, 9045, 10374, 7474, 11587, 10713, 4244, 11603, 10361, 228]",1
"[10427, 8407, 4516, 3013, 5209, 1845, 6964, 3427, 883, 10427, 5563, 228, 5030, 869, 6964, 3489, 3419, 7333, 10427, 7854, 9382, 3013, 1826, 5263, 228, 1238, 3492, 883, 10427, 10361, 11771, 5209, 1845, 5263, 228]",1
"[10458, 6025, 7165, 6697, 1506, 10713, 11654, 1290, 11732, 11485, 3745]",1
"[160, 544, 161, 10427, 2469, 5633, 10427, 8113, 8699, 6025, 6483, 1238, 2159, 1826, 6945, 3671, 10427, 2469, 5944, 9329, 160, 544, 161, 10427, 2469, 5574, 5633, 8120, 2159, 1826, 6945, 5472, 10427, 8113, 2159, 1826, 3669, 5944, 869, 9370, 7333, 4891, 228, 160, 630, 161, 10427, 8119, 2484, 179, 8698, 179, 9179, 9425, 1826, 8169, 2562, 10713, 11017, 10427, 5563, 228, 6255, 7333, 2558, 6383, 6577, 6079, 3573, 10713, 11017, 10427, 4869, 7333, 10427, 2469, 1238, 4685, 6079, 228]",1
"[2568, 11771, 10635, 5256, 10623, 8131]",0
"[4222, 10374, 7662, 1102, 8557, 228]",0
"[7050, 1160, 2316, 7522, 1238, 8385, 3884]",0
"[2568, 11771, 5621, 10427, 8389, 7333, 10427, 2469]",0
"[3013, 7025, 10614, 7333, 1290, 3900, 2214, 228, 10314, 7662, 4709, 7199, 9538]",0
"[11341, 2421, 5422, 3920, 10427, 8557, 11485]",0
"[7423, 7111, 10713, 9438, 10408, 11875, 2287, 3547, 7025, 2024, 1294, 11617, 11873, 3547, 7736]",0
"[11167, 4418, 3436, 7696, 10713, 9518, 10427, 8557, 228, 5053, 6150]",0
"[7165, 10314, 7823, 5633, 11664, 7577, 179, 9597, 6079, 122, 5180, 10713, 6196, 10623, 9219]",1
"[10458, 1456, 7165, 10314, 2214, 6699, 228, 5425, 179, 4813, 10427, 4994, 8237, 8750, 6079, 6657, 1826, 10408, 10427, 8131, 5194, 10713, 10314, 2214, 228, 5425, 179, 5505, 6079, 6025, 8001, 10451, 10427, 1669, 9425, 6697, 6079, 5633, 10427, 11664, 7474, 10427, 8407]",0
"[10458, 11485, 7165, 10314, 7823, 1593, 11696, 10427, 8131, 228]",1
"[10458, 6025, 7165, 10314, 7823, 1117, 1506, 6079, 6025, 869, 6992, 8131, 6079, 6025, 5180, 10713, 11017, 5423, 10427, 10374, 9425, 1826, 228]",1
"[10427, 8268, 4527, 11154, 2469, 10408, 6025, 11341, 5959, 179, 5471, 3677, 7205, 5209, 1290, 10057, 5275, 228]",0
"[429, 11587, 6074, 847]",0
"[4813, 10427, 2568, 9255, 5633, 10427, 8237, 8760, 179, 5471, 1882, 7423, 6828, 2287, 1456, 8764, 10713, 1826, 3745, 228, 8841, 4813, 10427, 2568, 6079, 6025, 4441, 7383, 11732, 228]",1
"[10623, 8131, 3718, 7025, 9246, 10713, 7109, 869, 2064, 228, 5425, 179, 4144, 4516, 10408, 10427, 10237, 11838, 9247, 10713, 5209, 1845, 3736, 6100, 6150, 228, 1834, 7333, 10623, 8131, 179, 10427, 9358, 10237, 11675, 1826, 881, 10713, 10314, 869, 4503, 6964, 10608, 5633, 10427, 4911, 228, 1206, 10427, 10237, 122, 8237, 8750, 6025, 869, 5053, 9776, 179, 10458, 9252, 10713, 1826, 6605, 2287, 10408, 11771, 7109, 10713, 1826, 6541, 5633, 7479, 4709, 10427, 8237, 8750, 10713, 1826, 6738, 5944, 10427, 6630, 2014, 7333, 9358, 228]",1
"[9527, 10427, 8131, 6025, 869, 6992, 8131, 1815, 7394, 1693, 9597, 10458, 6025, 7165, 7109, 4709, 10314, 3043, 5425, 10662, 10427, 2568, 7333, 10427, 8237, 8750, 9619, 8559, 1238, 2469, 2287, 7115, 10713, 1826, 5574, 1506, 10045, 2121, 10427, 1049, 228]",1
"[7549, 10623, 6025, 11545, 3745, 179, 1015, 2568, 11771, 1826, 5263, 228]",1
"[10427, 8131, 3718, 7025, 11154, 9037, 179, 2085, 10427, 9953, 6805, 1184, 1826, 1384, 5275, 228, 10427, 9898, 7333, 10429, 2469, 9252, 10713, 1826, 2421, 4709, 869, 8398, 11645, 6246, 10427, 6263, 10475, 11154, 10713, 11017, 11587, 10427, 2469, 3718, 228]",0
"[10427, 4891, 7115, 10713, 1826, 4304, 6079, 10427, 11664, 228, 10427, 2469, 6025, 7205, 11545, 2562, 179, 2085, 10475, 5209, 10904, 10713, 4297, 4150, 5633, 10427, 8237, 8750, 179, 11617, 6025, 10614, 6025, 7205, 8764, 228]",1
"[10427, 4891, 1456, 7205, 10713, 6483, 2085, 10427, 2564, 3013, 5209, 1845, 5263, 10842, 1903, 11017, 10427, 4634, 7333, 10427, 2469, 179, 11907, 9619, 8855, 7115, 10713, 1826, 3745, 1506, 10045, 2121, 10427, 1049, 4709, 2420, 11110, 10427, 2469, 228]",1
"[2134, 7025, 6600, 10314, 6079, 7255, 179, 3677, 7025, 4138, 6242, 11607, 9425, 5471, 5042, 10713, 10314, 10427, 4853, 228]",1
"[10427, 2469, 11753, 1506, 5889, 228, 10427, 2469, 7115, 7291, 1826, 6964, 2562, 1238, 10458, 6025, 8770, 7333, 869, 11664]",1
"[10427, 4478, 9246, 10713, 11732, 4167, 1506, 3411, 5633, 10427, 8131, 9679, 228, 10458, 9246, 10713, 1826, 7165, 3900, 2214, 10408, 2159, 2244, 869, 4432, 7333, 10427, 11732, 3745, 5633, 10623, 8131, 228, 1506, 869, 8859, 179, 6973, 7333, 10427, 2469, 5633, 10427, 8237, 8750, 4709, 10623, 8131, 9252, 10713, 1826, 8650, 5193, 228]",0
"[10427, 4478, 11732, 1506, 5889, 179, 10427, 2469, 6025, 4951, 179, 5425, 2412, 1399, 2159, 1826, 5574, 1506, 10045, 2121, 10427, 1049, 228]",1
"[1911, 10427, 11796, 1238, 10427, 11351, 179, 5471, 5209, 869, 8019, 5053, 5487, 7333, 11587, 10427, 8131, 6025, 3736, 228, 10427, 11351, 3718, 869, 5105, 6150, 7333, 9450, 5422, 10713, 9045, 10427, 8113, 1238, 4320, 5422, 10427, 2469, 7447, 228, 4709, 9623, 6359, 7018, 11645, 5194, 6430, 11029, 7333, 9358, 7474, 9056, 179, 5471, 3547, 7205, 2669, 11017, 11587, 8065, 11485, 1879, 9615, 11696, 10623, 8113, 1238, 11654, 6079, 11485, 7100, 228]",1
"[11856, 179, 10427, 11796, 2953, 11587, 10429, 8131, 122, 5043, 2429, 228]",0
"[10458, 6025, 7165, 11664, 8001, 4709, 10427, 8131, 1238, 6079, 6025, 5180, 10713, 11017, 11587, 10475, 1456, 10927, 10713, 4122, 228, 9619, 3419, 7115, 10713, 1826, 8001, 5633, 10427, 8407, 7474, 9625, 228]",1
"[10427, 8726, 11485, 2421, 1238, 1038, 2949, 10408, 10427, 4869, 7333, 10427, 10237, 122, 11732, 228, 1102, 6492, 7545, 10427, 8726, 179, 5471, 11485, 881, 10713, 11017, 10427, 6568, 7333, 10427, 8131, 1238, 5422, 10427, 8131, 1140, 10713, 8376, 10427, 5043, 228]",0
"[10427, 11796, 4322, 11587, 10427, 10237, 11477, 10713, 3677, 2085, 10427, 11664, 6025, 7205, 8001, 179, 10662, 10427, 8407, 5633, 10427, 4997, 8724, 10427, 1669, 10925, 10713, 3407, 11587, 10475, 11473, 7032, 4122]",1
"[10427, 7918, 6025, 10408, 10427, 11783, 5029, 869, 11341, 1819, 5487, 7333, 5422, 10361, 11485, 3745, 179, 1238, 5029, 10427, 6447, 7333, 11607, 9619, 10314, 4527, 1456, 5254, 228, 10713, 5621, 179, 5471, 8502, 1010, 7216, 7394, 11587, 4167, 6025, 1879, 10346, 1238, 5422, 6079, 11485, 10346, 228]",1
"[10475, 9246, 3677, 7025, 5209, 869, 10314, 7823, 4709, 7255, 228]",1
"[10458, 6025, 7165, 10314, 7823, 4709, 10427, 8131, 228, 5425, 179, 9527, 6079, 6025, 869, 6992, 8131, 1238, 4813, 10427, 4997, 8237, 8750, 5471, 2159, 9235, 10408, 6079, 6657, 1826, 7205, 8764, 228, 5505, 10427, 6025, 10427, 2208, 10427, 1669, 9425, 8260, 869, 7219, 8593, 10427, 9070, 228]",1
"[10427, 11796, 5151, 7165, 10314, 7823, 228]",1
"[5471, 3677, 7025, 10614, 10427, 2469, 7115, 10713, 10314, 9625, 1506, 4813, 10427, 8237, 8750, 2568, 179, 6079, 2159, 1844, 9255, 10408, 6079, 6025, 6207, 1228, 1693, 9193, 179, 9597, 5471, 3677, 7025, 10614, 1290, 7980, 6025, 8764, 5633, 10623, 8131, 228]",0
"[10427, 868, 5422, 9, 7333, 10623, 8131, 6025, 11341, 11545, 3054, 5633, 10427, 11355, 228, 5425, 179, 10458, 6025, 8989, 4709, 1015, 4331, 7394, 11654, 6079, 11485, 3745, 10427, 11502, 10408, 6079, 11485, 228]",0
"[11856, 179, 10427, 8474, 11654, 10475, 3436, 10643, 4853, 6025, 2429, 4304, 228]",0
"[10458, 6025, 7165, 11796, 4709, 10427, 8131, 8001, 228, 9527, 6079, 6025, 869, 6992, 8131, 179, 6079, 6025, 5180, 10713, 3504, 11612, 10475, 9425, 5209, 869, 11664, 7474, 869, 8407, 228, 4813, 10427, 8407, 5023, 5633, 10427, 4997, 8724, 179, 10427, 7560, 7333, 10427, 8131, 7502, 11043, 2085, 6079, 7115, 10713, 1826, 6964, 5763, 228]",1
"[1206, 10427, 11796, 10289, 10427, 8398, 883, 10427, 868, 5772, 9828, 9, 1238, 10427, 868, 10001, 9828, 9, 8764, 179, 6079, 3718, 7205, 5042, 5944, 6994, 3485, 883, 5422, 10427, 10237, 122, 5563, 7333, 10427, 8131, 228, 6079, 9252, 1506, 10647, 10427, 10237, 11485, 7205, 881, 10713, 4574, 10427, 11796, 1855, 10427, 4582, 3236, 9527, 10427, 4019, 7333, 10427, 868, 5563, 9, 9219, 4986, 3183, 7338, 835, 11907, 9, 1102, 10018, 2065, 9358, 179, 9, 11907, 10427, 10237, 11485, 1184, 7205, 7205, 881, 10713, 2664, 10427, 2745, 7907, 7333, 10427, 11796, 228]",1
"[11856, 179, 1206, 10475, 5209, 7205, 6699, 5633, 10427, 8407, 2085, 10427, 4994, 8237, 8750, 5765, 7394, 11587, 10475, 11474, 10713, 5559, 228, 10427, 4997, 7115, 10713, 1826, 6964, 5763, 1238, 2159, 5256, 11696, 10427, 8927, 228, 9619, 8119, 5209, 1845, 6699, 6359, 9363, 3013, 5209, 1845, 3411, 5633, 10427, 8324]",1
"[1206, 10475, 3547, 6697, 1687, 10374, 7394, 10429, 11664, 7577, 179, 5471, 3547, 7025, 9235, 2469, 883, 10361, 5633, 10429, 2586, 179, 6658, 10427, 10314, 6025, 2068, 2121, 10427, 8027, 8117, 847]",1
"[10458, 11485, 7165, 10314, 7823, 9597, 3013, 7205, 11334, 10623, 228]",1
"[1506, 6699, 887, 179, 10427, 10374, 11577, 1181, 11816, 228, 1160, 10427, 10374, 7662, 1102, 10427, 8559, 228, 9597, 179, 10427, 10237, 5194, 6564, 10408, 228]",0
"[10427, 1669, 5209, 2944, 6973, 7333, 10427, 10314, 2214, 228, 10427, 868, 8829, 9, 2895, 6025, 7025, 4988, 869, 3043, 7333, 464, 6, 299, 1688, 10374, 7109, 10713, 1826, 995, 4709, 10623, 2895, 228]",1
"[1160, 10374, 1456, 7668, 1506, 7724, 10427, 9177, 8215, 5633, 10427, 11664, 7577, 228, 10475, 5209, 11167, 9016, 4709, 10361, 11617, 6025, 5053, 228, 5471, 3677, 7205, 9235, 1290, 1461, 4709, 10047, 5275, 228]",0
"[429, 5633, 10083, 179, 11587, 6025, 11842, 847]",0
"[10458, 6025, 7402, 11289, 3027, 6006, 3718, 7205, 2429, 5732, 11587, 6079, 3718, 4138, 10647, 10427, 10237, 5194, 6699, 6100, 9474, 5633, 10427, 11664, 1238, 5633, 869, 2558, 5633, 10427, 2469, 228, 7402, 10047, 11771, 1826, 10713, 2273, 10427, 7036, 7333, 10623, 11289, 10713, 9625, 10408, 6025, 6964, 10064, 7333, 6100, 4869, 228, 8841, 7333, 10427, 7061, 2929, 9252, 8308, 8475, 1238, 1456, 10064, 7333, 10427, 8193, 4869, 228]",1
"[9619, 7333, 10427, 2336, 4423, 4709, 10427, 8237, 8750, 228, 10427, 2469, 3043, 5194, 3277, 2123, 6, 291, 10427, 10237, 5194, 4677, 5053, 7061, 2929, 1238, 2395, 1238, 6762, 7050, 1456, 5738, 7333, 10429, 8968, 7474, 4869, 228]",0
"[10427, 11291, 179, 6772, 1238, 2388, 7050, 11617, 10427, 1669, 5209, 11167, 1456, 9285, 228, 10427, 1669, 5209, 3302, 5262, 11617, 8543, 10427, 6319, 7333, 5741, 6772, 228, 10623, 6025, 869, 5053, 8559, 7954, 228]",0
"[8557, 1689]",0
"[10475, 9246, 10713, 5209, 3745, 869, 8445, 5053, 6150, 1617, 8559, 1959, 7333, 2469, 1238, 2027, 10443, 5944, 6667, 6955, 1238, 1184, 9804, 11587, 179, 11607, 179, 11654, 1238, 5422, 10475, 3547, 10408, 228, 4138, 10647, 10475, 5209, 3745, 869, 5053, 6150, 1617, 2027, 3772, 10427, 2469, 179, 5471, 11771, 978, 2568, 7394, 4891, 10713, 6572, 2469, 1903, 1238, 3880, 10713, 11017, 4709, 869, 684, 7758, 228]",1
"[10427, 2469, 6025, 10427, 8859, 1102, 10427, 7497, 2469, 11485, 3798, 179, 9597, 6079, 122, 9898, 6025, 3818, 228, 11867, 179, 10458, 6025, 7165, 2558, 5633, 6079, 228]",1
"[10427, 6559, 1399, 7333, 10427, 8131, 1506, 9255, 4813, 10427, 3698, 6025, 10713, 8557, 6483, 179, 2677, 6772, 5944, 9568, 6772, 9597, 10458, 6025, 7165, 4157, 7333, 4891, 10408, 1456, 10739, 6485, 7402, 10047, 11771, 1826, 10713, 978, 6964, 2568, 9597, 10408, 6079, 1842, 3880, 4709, 9623, 11645, 6025, 1236, 10427, 2469, 4709, 10427, 4582, 10686, 228, 1506, 2568, 5256, 10026, 11207, 10713, 11017, 11587, 4167, 5176, 5633, 10427, 2469, 228]",1
"[5633, 10547, 179, 10427, 2388, 10085, 5194, 6605, 1639, 2842, 5633, 10427, 2388, 10084, 228, 11235, 5770, 11771, 1826, 869, 1903, 7468, 10713, 6225, 10427, 2469, 3818, 228]",1
"[10427, 2287, 6541, 2121, 10427, 1669, 6572, 10427, 4222, 2469, 10713, 1826, 2735, 228]",0
"[4709, 10427, 2388, 7820, 228, 6079, 5666, 687, 7247, 1238, 9630, 10739, 6483, 228]",1
"[5053, 11154, 7333, 5262, 228]",0
"[5471, 9841, 9235, 10408, 9619, 7333, 10427, 4847, 7050, 1456, 10739, 6483, 2085, 9527, 5471, 5209, 7205, 11737, 7394, 4266, 8131, 9597, 5471, 3677, 7205, 6242, 4709, 10120, 11612, 10458, 6025, 9841, 8989, 4709, 5625, 228, 2085, 5471, 3677, 4491, 10408, 9619, 7050, 1456, 6483, 228, 10475, 5209, 2047, 3772, 10427, 1959, 7333, 2469, 5944, 9568, 6955, 179, 9785, 10427, 7050, 1238, 10427, 8474, 4709, 3736, 9597, 228, 7165, 10057, 5275, 228, 5105, 6150, 4, 5471, 3309, 1883, 10458, 6025, 869, 6511, 7333, 8989, 4709, 5625, 2121, 1010, 2568, 10713, 10427, 4891, 3416, 2037, 11587, 10475, 3677, 10475, 5209, 3745, 869, 8445, 5053, 6150, 1617, 4685, 10427, 9037, 9953, 5136, 228]",1
"[10475, 5209, 7025, 3380, 11867, 179, 9597, 5471, 2134, 7025, 6604, 6079, 228]",1
"[9527, 10458, 6025, 7165, 10960, 3961, 10713, 1826, 10346, 5471, 8337, 9020, 7394, 10427, 8558, 2905, 1238, 1160, 10374, 10018, 7668, 228, 1184, 10427, 10237, 5194, 5656, 9180, 7333, 10427, 7668, 10374, 11617, 9438, 10408, 1102, 8559, 10427, 4869, 7333, 10427, 1365, 8669, 10427, 9070, 228]",0
"[10427, 6392, 4709, 10427, 1319, 5194, 7205, 1845, 5023, 228, 5471, 4491, 10408, 10458, 7010, 5209, 1845, 6051, 11636, 3384, 10427, 1319, 179, 6359, 6973, 7333, 11150, 3547, 228]",1
"[10458, 6025, 7025, 1290, 11361, 1593, 11696, 10427, 2895, 950, 1238, 5273, 5471, 1210, 10988, 10713, 6600, 10314, 6079, 228, 2085, 1506, 5471, 2159, 9235, 10408, 10427, 1688, 10374, 1456, 7025, 4988, 464, 6, 3043, 179, 10458, 2260, 1456, 9619, 2977, 2214, 11617, 5471, 1210, 10988, 10713, 10314, 228]",1
"[10427, 4891, 7333, 10643, 10943, 6772, 11732, 1506, 10427, 7497, 2491, 228, 10475, 8557, 10427, 2469, 11700, 6508, 4478, 228]",0
"[10427, 2469, 6025, 7205, 3381, 10458, 6025, 7165, 6392, 10713, 1228, 923, 11351, 4709, 10427, 10314, 2214, 228]",1
"[1506, 4455, 1506, 10623, 8131, 6025, 2728, 179, 9527, 10623, 11485, 869, 8559, 8131, 179, 5471, 2159, 9235, 10408, 10475, 5209, 8558, 6079, 8169, 1238, 10346, 10427, 2469, 11235, 9020, 11617, 9459, 10408, 1160, 10374, 5209, 1845, 7668, 11617, 6025, 5053, 228, 5471, 3547, 7205, 11732, 7394, 4266, 1238, 5471, 5209, 7205, 7018, 7742, 869, 10314, 10713, 9235, 5505, 10623, 11753, 228]",0
"[1506, 10427, 8920, 5471, 5151, 869, 5053, 11029, 7333, 10623, 179, 2085, 1015, 2561, 7394, 11654, 10427, 10361, 9870, 11485, 10427, 1901, 7468, 11771, 1826, 5263, 228]",1
"[10427, 1669, 5209, 7205, 4297, 10429, 11732, 228, 10475, 5216, 9068, 11617, 3436, 7696, 10475, 5209, 11167, 1238, 11654, 228, 10427, 11664, 6025, 6207, 6438, 11696, 1819, 5756, 883, 10427, 2469, 228]",1
"[11856, 179, 10427, 11809, 1996, 8071, 1238, 5422, 10475, 1456, 5050, 7032, 9613, 10427, 8071, 228, 11587, 122, 6964, 847, 10475, 5655, 10427, 4527, 2277, 2121, 10443, 11617, 6025, 3890, 4709, 869, 8398, 10713, 6488, 5944, 6079, 5505, 10475, 7423, 5069, 10427, 2491, 5850, 7333, 5017, 8750, 2853, 228]",0
"[10427, 11664, 6025, 11545, 3703, 1238, 2429, 5734, 11587, 4869, 10427, 11732, 6025, 8629, 10713, 228, 10427, 8131, 6025, 1815, 7394, 8559, 1238, 10427, 10237, 5194, 2037, 4304, 5422, 8559, 11753, 1238, 11587, 2287, 1845, 6541, 10713, 10427, 2469, 4527, 10713, 940, 10427, 10216, 228]",0
"[11856, 179, 10427, 11796, 1038, 1238, 2429, 4322, 10427, 4869, 7333, 10427, 8131, 228]",0
"[10475, 11154, 10023, 11728, 10713, 3407, 10427, 10224, 1238, 5422, 10475, 4574, 10429, 7842, 228, 6079, 3013, 1826, 1903, 5505, 10475, 2159, 978, 6964, 4334, 10713, 10429, 2491, 228]",1
"[10427, 11784, 9459, 11587, 7111, 10713, 1826, 3745, 179, 11587, 11485, 3745, 179, 1238, 10427, 8863, 7333, 3736, 6082, 10623, 6025, 869, 2421, 1238, 2735, 1399, 10713, 10427, 8131, 228]",0
"[10427, 11664, 7577, 6025, 8019, 2421, 1506, 10713, 11587, 10427, 8131, 1140, 10713, 940, 228, 11587, 5471, 8445, 6362, 883, 10427, 11664, 7577, 6025, 10408, 10475, 5209, 9587, 7333, 11587, 10427, 8027, 11737, 6491, 6359, 1238, 5422, 6079, 6493, 1102, 10475, 5622, 6079, 228, 10623, 6025, 8445, 5615, 1506, 10623, 5029, 869, 11341, 2421, 1238, 4463, 11029, 7333, 11587, 11873, 5209, 11737, 7394, 228, 10475, 5209, 1184, 6415, 7522, 10427, 4527, 10408, 10475, 3910, 11617, 6025, 8445, 5053, 228, 10475, 5209, 1184, 4304, 11587, 8895, 6608, 2895, 6025, 11617, 5257, 6661, 4966, 1228, 5487, 7333, 1819, 4853, 7333, 10427, 2469, 228]",0
"[4150, 6493, 5053, 179, 10475, 1184, 9177, 10427, 8859, 7333, 10593, 228, 11867, 179, 10475, 3547, 7025, 4297, 3492, 883, 10429, 10314, 2491, 228]",1
"[10427, 11796, 3718, 7205, 5655, 869, 10314, 7823, 228]",1
"[10427, 11796, 3718, 7205, 5655, 869, 10314, 7823, 228, 5425, 10427, 10237, 5194, 6699, 10408, 9527, 6079, 11485, 869, 8559, 8131, 179, 10427, 10374, 5209, 1181, 1845, 5574, 228]",1
"[10458, 6025, 7025, 1290, 10314, 7823, 6699, 7394, 10427, 11664, 7577, 228, 10475, 5209, 5656, 9593, 7333, 10427, 10314, 11617, 10475, 8337, 1238, 5194, 7668, 11700, 1290, 4435, 228]",1
"[10475, 3547, 7205, 11154, 10427, 11725, 868, 7823, 9, 228, 10475, 6207, 3407, 11587, 10475, 5209, 3745, 228]",1
"[5471, 11771, 10044, 1010, 6964, 2469, 9595, 10713, 10623, 9219, 228]",0
"[5471, 1883, 10475, 5209, 4383, 9122, 10427, 8027, 2469, 1238, 10904, 10713, 5621, 10427, 2480, 5209, 5656, 10427, 9180, 7333, 10427, 10374, 5633, 10427, 11664, 6101, 11617, 11485, 1344, 228, 5425, 179, 5471, 11771, 3677, 869, 9171, 4320, 2037, 883, 10427, 8131, 1238, 11587, 869, 8920, 9425, 4244, 228]",0
"[11856, 179, 10475, 3677, 4297, 11654, 10475, 3677, 6079, 10408, 11502, 228, 1184, 179, 10475, 1386, 10427, 3818, 9042, 10713, 8557, 10427, 2469, 228]",0
"[11856, 10427, 11796, 2429, 4322, 5422, 1238, 11654, 10427, 1669, 5209, 3547, 10427, 11732, 10475, 3547, 228, 10427, 10237, 11485, 10117, 10713, 11154, 4418, 3436, 7696, 10713, 8557, 8829, 6762, 1238, 10427, 5566, 4709, 10427, 9070, 9252, 10713, 1826, 2981, 10713, 10427, 1901, 7333, 7016, 6244, 4709, 10427, 9070, 228]",0
"[10475, 5209, 3745, 10427, 1901, 6150, 1617, 10623, 1506, 5471, 2159, 9235, 10408, 10475, 5209, 7683, 10427, 7798, 7333, 2469, 11617, 11485, 10117, 10713, 1826, 8558, 1238, 10427, 7798, 7333, 2469, 1102, 10475, 8558, 228, 10484, 1184, 11816, 883, 5422, 10475, 2046, 3772, 10427, 4216, 2073, 6762, 5944, 9568, 6955, 1238, 10475, 5209, 1184, 8215, 10427, 7050, 7333, 10643, 6955, 1175, 11696, 2469, 9592, 228, 5471, 3547, 4491, 10408, 2259, 7050, 11577, 8445, 6483, 179, 2085, 10475, 3547, 6572, 9305, 1506, 10713, 11587, 10475, 6664, 228, 5471, 11771, 8502, 5505, 11873, 2159, 9841, 3183, 3772, 7394, 10427, 6319, 5505, 7926, 228]",1
"[10427, 4418, 7696, 6025, 11167, 2989, 1184, 179, 11587, 7111, 10713, 1826, 3745, 1238, 5422, 6079, 11485, 3745, 6025, 1184, 7532, 228]",0
"[10475, 11154, 4418, 3436, 7700, 179, 2024, 11110, 10427, 6483, 7497, 2491, 1238, 6572, 6079, 6994, 6964, 10023, 228, 6079, 11771, 1826, 1903, 5505, 10475, 2159, 978, 9619, 3533, 10713, 5528, 10429, 11732, 228]",0
"[10427, 11796, 4322, 10427, 8486, 4709, 10427, 1523, 10427, 1669, 2277, 7474, 5950, 5633, 10429, 8131, 228, 10475, 5209, 11167, 10427, 4418, 3436, 7696, 1238, 10427, 5563, 6025, 2981, 1238, 1045, 10427, 8035, 7333, 10623, 3436, 7696, 228]",0
"[10427, 10237, 5194, 3950, 4304, 10429, 11732, 5633, 8559, 10427, 4222, 2469, 228, 10475, 5209, 1184, 4304, 11654, 10475, 5209, 10202, 869, 7651, 1399, 4709, 4172, 5633, 4193, 5633, 5260, 6762, 9219, 179, 10427, 3693, 4322, 10427, 6045, 11696, 10427, 8027, 2469, 1238, 5422, 6079, 5194, 1845, 8799, 314, 5029, 6964, 2858, 11636, 8924, 10427, 2469, 228, 5425, 5633, 9619, 9222, 179, 10427, 8486, 4709, 6579, 9597, 3013, 1826, 6964, 9698, 228, 4709, 3936, 835, 180, 5633, 10427, 1399, 4709, 8559, 8829, 6762, 179, 10427, 9789, 868, 12146, 2895, 6762, 7498, 11485, 9400, 869, 6511, 7333, 5839, 11291, 11696, 10427, 3001, 11386, 179, 1238, 6079, 5194, 10427, 6483, 10134, 9794, 6025, 8308, 895, 228, 9, 11873, 3013, 7036, 7474, 5315, 5633, 10427, 2469, 9593, 179, 11617, 5839, 11291, 1456, 1879, 8572, 10713, 228, 9500, 5633, 179, 11907, 1399, 9219, 7333]",1
"[10475, 3677, 7205, 5209, 10713, 11766, 883, 3436, 7700, 5275, 1506, 10475, 1456, 3239, 11696, 7423, 11071, 10374, 228]",0
"[10427, 8247, 7333, 10427, 8131, 1238, 11587, 1160, 2287, 10427, 10237, 3547, 5633, 10427, 8131, 6025, 6541, 6526, 5633, 10427, 11796, 228, 10427, 5546, 7333, 10427, 10314, 6493, 8156, 4046, 228, 2085, 1117, 179, 5471, 10614, 11873, 5146, 3013, 5209, 1845, 6964, 3427, 7333, 10427, 971, 2287, 10408, 11577, 3745, 1238, 10427, 8863, 10466, 228, 5505, 10427, 4331, 11485, 3745, 7394, 10427, 1822, 7333, 10427, 971, 2469, 5574, 179, 6079, 11771, 5209, 5257, 869, 6511, 228]",1
"[10427, 1669, 11577, 881, 10713, 4297, 11587, 10475, 3547, 5633, 869, 2421, 11502, 228, 10475, 10208, 883, 11235, 4415, 1994, 5633, 10427, 2469, 228]",0
"[7109, 10713, 6697, 5633, 869, 6964, 3427, 11502, 11587, 2287, 5209, 1845, 6541, 1238, 11654, 10475, 5209, 1845, 6541, 228, 10427, 10374, 1456, 6667, 1238, 9246, 10713, 5548, 10713, 10427, 8131, 228]",1
"[1160, 10427, 10374, 1456, 11744, 11696, 869, 10013, 228, 5471, 2159, 9045, 10427, 10314, 11696, 9020, 2553, 11907, 5471, 6805, 1826, 8404, 10427, 11835, 7281, 2085, 11603, 5471, 8337, 11875, 10314, 2208, 7394, 4266, 6407, 11405, 6535, 5471, 4991, 3043, 8726, 4951, 4709, 9020, 10713, 386, 228, 500, 332, 522, 6441, 160, 782, 6, 161, 3054, 228, 11907, 782, 6, 3043, 847]",1
