Comments,Suggest_Solutions
"[5810, 5675, 6305, 462, 5928, 4233, 625, 3527, 5763, 1201, 112, 625, 5810, 6261, 2830, 986, 4277, 5227, 794, 6339, 675, 2830, 1966, 1133, 6369, 3917, 112]",0
"[6612, 769, 2207, 2116, 1201, 5772, 675, 6339, 2015, 3098, 5810, 860, 4259, 2456, 112, 1639, 642, 6249, 5810, 5372, 4368, 5928, 977, 5705, 1187, 5801, 769, 2015, 3098, 5411, 1201, 112]",0
"[5810, 4097, 5874, 3002, 2792, 6013, 6418, 6305, 1248, 2619, 454, 2926, 2984, 5928, 454, 4697, 675, 947, 112, 3348, 67, 4394, 3002, 3396, 3773, 5810, 4120, 112, 3098, 3864, 4114, 93, 5801, 3323, 454, 4639, 3215, 4080, 112]",0
"[208, 87, 3025, 5810, 558, 6010, 5928, 1822, 454, 4681, 2253, 1422, 6375, 2819, 5372, 4709, 675, 2950, 93, 3348, 6461, 3968, 1822, 5810, 4738, 93, 979, 454, 1851, 4697, 2303, 112, 284, 87, 5810, 4697, 1168, 1229, 2898, 4681, 2253, 1422, 675, 2840, 6429, 3869, 977, 4522, 2619, 4840, 2950, 112, 331, 87, 3027, 6010, 5928, 1822, 454, 2926, 2984, 6390, 2819, 5581, 5229, 3191, 93, 5810, 3191, 6404, 977, 1823, 675, 2926, 2984, 6404, 977, 4838, 2619, 5810, 1145, 8, 3522, 112]",0
"[217, 6366, 558, 6010, 5928, 1822, 4681, 2253, 1422, 5801, 2819, 4709, 675, 2926, 2990, 3098, 3348, 93, 5824, 3323, 667, 2241, 5801, 5078, 8, 1168, 3968, 1822, 4738, 979, 4042, 1851, 4709, 8, 112, 5316, 4681, 2253, 1422, 3323, 454, 2568, 3410, 3098, 5810, 4697, 5687, 93, 5810, 5675, 2022, 3968, 629, 5810, 1832, 4042, 4681, 2253, 1419, 5801, 2830, 4709, 6060, 3348, 112, 286, 6366, 454, 4697, 1239, 2898, 4681, 2253, 1422, 93, 5810, 2950, 5801, 769, 3527, 1149, 2890, 769, 6051, 112, 5810, 5675, 642, 632, 5810, 4697, 5928, 1822, 2950, 3527, 3098, 5810, 4459, 1422, 112, 334, 3002, 6305, 6050, 5928, 6249, 3191, 593, 3557, 3098, 794, 558, 93, 2866, 3002, 656, 3968, 462, 5928, 3216, 5810, 1489, 4042, 5581, 3191, 593, 5810, 2984, 6390, 1679, 5810, 3191, 2819, 986, 1823, 112]",0
"[5763, 1197, 208, 1639, 2830, 986, 2798, 1024, 112]",0
"[1341, 6481, 6339, 6418, 625, 2072, 4469, 769, 5301, 675, 1303, 112, 2265, 3742, 2655, 5411, 2642, 769, 5301, 675, 1303, 112, 2265, 3742, 2655, 5411, 2640, 112]",0
"[1341, 3323, 1312, 675, 1480, 6421, 1402]",0
"[3578, 1770, 112]",0
"[5810, 1341, 3098, 5882, 4524, 2682, 727, 5928, 977, 4661, 112, 2910, 1580, 5251, 4484, 2830, 454, 1936, 3878, 93, 3396, 979, 1587, 769, 2682, 5650, 5928, 977, 4359, 93, 1129, 5824, 3323, 4097, 4086, 2910, 3098, 5811, 6328, 112, 5811, 2926, 5121, 1580, 727, 5928, 977, 3098, 5810, 3796, 5132, 4042, 5810, 4524, 5892, 112]",0
"[3348, 6461, 977, 3837, 3826, 3025, 4709, 93, 2926, 2990, 675, 558, 6354, 454, 1936, 5687, 112, 5316, 5833, 769, 1335, 6060, 6169, 5687, 93, 5824, 769, 3646, 1263, 4282, 3098, 3841, 4042, 5810, 6261, 112, 1168, 3968, 3019, 6150, 3887, 93, 1422, 3887, 794, 3023, 769, 1984, 112, 3348, 6461, 977, 2861, 3025, 5882, 1168, 977, 3819, 112]",1
"[1356, 5456, 769, 2546, 4544]",0
"[6501, 112, 5810, 5723, 3409, 4590, 1402, 5901, 4155, 5810, 2092, 4042, 5810, 4524, 112, 5810, 5723, 2259, 3409, 4590, 1402, 2093, 5017, 297, 3348, 5150, 3495, 4097, 284, 4042, 5810, 5723, 3692, 1929, 5810, 3623, 4042, 6436, 112]",0
"[6501, 5833, 1929, 1396, 1239, 3098, 5017, 286, 1129, 3348, 5150, 4097, 4086, 4292, 2819, 1572, 3098, 454, 2775, 4042, 331]",0
"[5882, 5723, 1564, 4590, 1239, 5904, 5810, 4524, 112]",0
"[5810, 5723, 3409, 4082, 1408, 4082, 5810, 4795, 971, 1141, 5723, 1367, 112, 3842, 1402, 769, 2619, 4086, 4292, 112]",0
"[5810, 4672, 2456, 3323, 1444, 675, 2359, 93, 5359, 2768, 4]",0
"[2568, 3410, 3243, 3323, 986, 2035, 3098, 1756, 93, 1129, 794, 5824, 769, 3949, 5187, 509, 4741, 2563, 6150, 6033, 86, 2984, 93, 4697, 93, 558, 87, 2866, 5810, 211, 4809, 769, 469, 112]",0
"[5810, 3650, 769, 4443, 675, 1316, 1805]",0
"[3201, 2022, 3869, 5147, 5928, 1011, 5928, 454, 2926, 675, 5824, 3323, 3949, 5687, 2563, 4405, 1147]",0
"[5810, 4811, 724, 5928, 977, 2015, 1628, 2868, 112]",0
"[5372, 4042, 5810, 3776, 4811, 3002, 3017, 430, 217, 1422, 2820, 2950, 286, 2926, 2820, 3191, 334, 4697, 2822, 1422]",0
"[509, 4738, 4811, 769, 3776, 112, 625, 5810, 4809, 769, 3066, 1341, 3559, 112]",0
"[1639, 3968, 520, 454, 1422, 794, 454, 4697, 112, 642, 1639, 3968, 859, 675, 1983, 454, 4317, 6366, 3529, 454, 2926, 112, 6366, 5286, 6109, 794, 2926, 2984, 6305, 800, 5928, 5158, 454, 4681, 2253, 1422, 112, 5810, 2926, 3262, 199, 3522, 2430, 6572, 3968, 986, 3063, 112, 642, 5810, 3201, 3323, 3968, 842, 6418, 454, 3527, 2926, 112, 1168, 3968, 1822, 4681, 2253, 1419, 112]",0
"[5810, 2640, 769, 6445, 2484, 112, 5810, 3183, 2452, 3098, 5810, 2586, 2830, 2741, 2350, 2563, 5372, 5411, 1201, 112]",0
"[3949, 6314, 2563, 454, 2926, 2984, 5928, 5928, 3263, 3098, 454, 2926, 112, 454, 6150, 3968, 462, 5928, 2830, 3857, 5005]",0
"[4405, 1145, 5132, 3323, 3776]",0
"[6501, 93, 3348, 6452, 4277, 2484]",0
"[5882, 5675, 2022, 3968, 5147, 5928, 6436, 1628, 112, 6366, 3002, 3553, 3098, 794, 454, 4697, 675, 2733, 5928, 6249, 1419, 93, 3002, 2694, 454, 5376, 6353, 6488, 2241, 2619, 2871, 93, 5746, 3678, 5928, 1253, 5810, 3570, 112, 6208, 3098, 537, 2950, 642, 2022, 3869, 5147, 5928, 6436, 1628, 112]",0
"[3841, 4042, 5810, 2640, 5147, 5928, 6436, 2484, 112, 1017, 769, 5372, 4042, 5814, 6375, 1090, 4124, 769, 469, 430, 221, 5928, 6249, 1723, 6150, 67, 1422, 1095, 675, 5824, 3323, 3975, 5928, 5260, 112, 286, 5824, 3323, 3949, 4120, 5928, 1229, 454, 6150, 67, 1422, 112, 334, 5824, 3323, 3949, 3262, 3522, 2563, 454, 2926, 2984, 112, 360, 5824, 3323, 3949, 4405, 1144, 67, 3522, 2563, 454, 3529, 112]",0
"[972, 2640, 769, 6445, 2484, 112]",0
"[1639, 3968, 5763, 3841, 4042, 5810, 2116, 1201, 794, 2640, 2830, 3968, 986, 3063, 112]",0
"[3646, 4042, 5810, 2116, 1201, 769, 1659, 112, 4086, 3334, 3002, 2596, 3323, 5801, 5810, 947, 1133, 2563, 558, 3098, 5810, 2119, 558, 4185, 675, 4681, 2253, 1419, 4185, 3849, 3098, 3581, 112]",0
"[1831, 454, 1422, 2022, 3869, 1822, 2952, 2940, 2022, 3869, 2899, 3191, 112]",0
"[6210, 769, 4542, 4567, 5928, 2797, 2116, 1201]",0
"[454, 4697, 1248, 4681, 2253, 1422, 3628, 5814, 6050, 5928, 2119, 2950, 5833, 77, 3527, 6418, 5810, 4459, 1422, 112]",0
"[217, 5882, 5763, 2405, 93, 794, 1634, 2950, 675, 4709, 769, 3968, 1823, 112, 286, 5810, 4697, 67, 1723, 1422, 3323, 3968, 6274, 86, 2430, 1090, 87, 93, 5912, 3348, 2405, 112, 334, 5882, 5763, 1197, 2405, 794, 3201, 4042, 5810, 6150, 3323, 3968, 1827]",0
"[217, 3025, 5810, 558, 1828, 4702, 495, 93, 2926, 575, 4400, 1149, 5814, 5496, 5272, 112, 286, 3025, 4697, 1239, 2898, 1422, 5819, 2840, 1168, 3949, 1822, 5810, 518, 4398, 4400, 1149, 2890, 4460, 112, 334, 3025, 667, 558, 1828, 2965, 93, 3198, 5071, 6526]",0
"[217, 3025, 5810, 1422, 5801, 454, 4697, 1014, 5928, 3323, 1823, 93, 2898, 4124, 2867, 1422, 6404, 977, 5810, 558, 1422, 93, 6375, 3002, 5878, 3675, 3945, 977, 5810, 1022, 1271, 112, 5810, 1422, 1168, 977, 2177, 675, 3098, 5801, 1197, 93, 5810, 4697, 5251, 3945, 977, 462, 5928, 3522, 454, 2926, 112, 286, 5810, 3201, 5251, 977, 462, 5928, 5260, 5810, 2984, 67, 3878, 93, 3968, 5810, 1341, 5517, 112]",1
"[5763, 1201, 2563, 5810, 6150, 2830, 3968, 986, 3063, 112]",0
"[5824, 1639, 977, 3837, 5763, 1201, 3110, 675, 1929, 3968, 2477, 2207, 3165, 4082, 5763, 1201, 3098, 5810, 4657, 3678, 112]",0
"[5772, 1129, 3968, 5887, 112]",0
"[2950, 675, 3191, 1580, 5147, 5928, 977, 5887, 5772, 93, 794, 2002, 2926, 93, 3201, 93, 5121, 93, 675, 6150, 3806, 112]",0
"[708, 2619, 5810, 4090, 5801, 769, 2686, 2093, 5080, 93, 5824, 769, 3949, 3931, 5763, 1201, 531, 5928, 5763, 5810, 734]",0
"[3968, 3697, 3098, 4672, 2456, 675, 1643, 698, 3098, 1341, 112]",0
"[3776, 3646, 2640, 2563, 4697, 675, 2926, 2984, 5602, 794, 3561, 112]",0
"[5810, 558, 493, 3323, 1679, 3098, 5810, 6150, 3796, 3226, 4042, 5810, 1746, 5143, 2456, 112, 4146, 5799, 5801, 93, 5810, 4524, 3578, 4453, 2741, 1341, 6414, 112]",0
"[1341, 3578, 4075, 93, 1129, 3002, 2596, 2447, 2433, 3776, 112, 794, 2421, 794, 1341, 3323, 1475, 2596, 558, 1904, 2812, 1349, 3098, 5810, 1341, 93, 5882, 3323, 454, 6488, 6314, 5928, 2003, 6561, 2830, 6142, 5689, 2563, 1024, 624, 6526, 6526]",1
"[5810, 1341, 3323, 6243, 3826, 675, 1303, 112, 5824, 3323, 3949, 958, 3889, 3098, 5810, 4524, 93, 3889, 1601, 769, 2546, 112, 625, 5810, 3737, 769, 1480, 112, 5824, 769, 3968, 3646, 3925, 1057, 675, 5810, 1341, 3323, 1312, 675, 2111, 5928, 6063, 112, 2969, 5810, 2647, 4042, 1686, 454, 2926, 3323, 6481, 6060, 3201, 6375, 3628, 3348, 1942, 2563, 5810, 6150, 5928, 1459, 5810, 2521, 4042, 5810, 6328, 112]",0
"[1341, 3323, 1450, 5928, 4627, 1356, 5560]",0
"[3002, 53, 592, 5810, 1341, 3323, 3968, 6339, 4136, 979, 5810, 2655, 769, 3968, 6445, 4542, 112]",0
"[3911, 625, 1402, 4031, 2093, 5017, 284, 112]",0
"[6501, 5833, 1929, 112]",0
"[3348, 5150, 3495, 634, 625, 1239, 6354, 3605, 4082, 4086, 1752, 2563, 4212, 284, 4042, 5810, 4524, 112]",0
"[2596, 1402, 4097, 3909, 5810, 1761, 112]",0
"[5810, 5723, 2819, 1405, 1239, 593, 5017, 4086, 112, 2969, 93, 5824, 769, 3475, 4009, 4042, 1402, 675, 769, 3968, 5435, 5904, 5810, 3489, 4042, 5810, 4524, 112, 454, 5319, 1396, 3323, 6142, 2563, 6229, 2640, 6375, 3628, 3348, 1942, 5928, 6063, 5810, 2274, 2647, 1239, 112, 5810, 1396, 3718, 769, 3968, 753, 6375, 3628, 3348, 2817, 5928, 2477, 4155, 6360, 5810, 2499, 3323, 464, 112, 5824, 769, 1402, 2259, 593, 5810, 5017, 284, 1760, 112]",0
"[3960, 4042, 5810, 3806, 5418, 698, 1016, 4124, 2820, 4810, 675, 3949, 3753, 3963, 5095, 5503, 667, 4050, 4769, 5928, 977, 6142, 112]",0
"[5810, 3191, 769, 3869, 3518, 5928, 2926, 2990, 112]",0
"[3949, 3011, 3025, 3348, 6452, 794, 5824, 6305, 3949, 558, 3561, 4124, 1674, 1422, 2647, 112]",0
"[3960, 4042, 5810, 4811, 769, 2798, 6418, 5810, 1118, 3098, 2822, 2820, 4124, 1016, 2647, 93, 2284, 5810, 6150, 3796, 6375, 4636, 1016, 4686]",0
"[4811, 769, 3780, 2563, 2141, 1028, 3201, 675, 5173, 93, 4728, 3776, 112, 6526, 6526]",0
"[5824, 3323, 454, 4810, 2251, 1028, 6169, 675, 5810, 1422, 112, 2969, 93, 454, 4810, 1028, 454, 2926, 675, 454, 4697, 4124, 454, 1422, 2819, 3968, 986, 2251, 112, 5882, 2819, 3920, 3051, 4082, 5810, 2648, 5824, 3323, 3949, 4810, 1028, 667, 3201, 675, 454, 2926, 2984, 4124, 454, 4697, 93, 6375, 2819, 3051, 4082, 5810, 2647, 112, 2563, 2278, 93, 3025, 454, 1223, 2926, 2984, 3323, 1823, 2619, 5810, 1745, 968, 93, 5810, 3201, 842, 6418, 5810, 2926, 2984, 6404, 3968, 977, 1899]",0
"[5810, 4811, 1028, 3191, 675, 2926, 93, 2926, 675, 1422, 93, 4405, 6169, 675, 2926, 769, 470]",0
"[2950, 1168, 3968, 977, 1679, 112]",0
"[5810, 6249, 3191, 3512, 5706, 6510, 5928, 5810, 6488, 4185, 112, 6169, 1154, 3869, 6249, 3963, 2119, 5811, 4509, 112, 5824, 3323, 3869, 86, 794, 2421, 794, 3002, 1168, 5745, 87, 698, 6314, 5928, 4398, 454, 2926, 794, 454, 4697, 112]",0
"[1154, 3869, 5663, 1028, 2926, 2984, 675, 6150, 112, 700, 1168, 1674, 454, 2926, 112, 6260, 3191, 1965, 5928, 1686, 454, 2926, 112, 558, 3968, 1499, 86, 5801, 3002, 1168, 5745, 87, 112, 1687, 4681, 2253, 1419, 3323, 3869, 3063, 112]",0
"[208, 87, 4438, 1547, 2028, 2830, 1161, 794, 4086, 4042, 5810, 4122, 112, 284, 87, 794, 454, 2926, 2984, 93, 3002, 656, 6050, 5928, 6249, 675, 2119, 3864, 4509, 112, 331, 87, 794, 454, 4697, 93, 3002, 656, 6050, 5928, 6249, 675, 2119, 3864, 4509, 112, 359, 87, 6488, 2241, 3717, 6385, 1686, 454, 2926, 430, 6595, 93, 1639, 3869, 1674, 493, 112, 4355, 3625, 5652, 6510, 769, 6184, 454, 6200, 2166, 675, 4239, 675, 6019, 600, 112, 369, 87, 6385, 1686, 454, 2926, 93, 5810, 4697, 3323, 3917, 5928, 3522, 5810, 4405, 1145, 6375, 3323, 454, 6488, 671, 112, 794, 454, 2926, 2984, 5272, 3262, 3098, 5810, 2926, 93, 5882, 3165, 6404, 977, 4377, 112, 381, 87, 794, 454, 2926, 2984, 93, 3002, 656, 6050, 5928, 1674, 454, 1422, 112, 397, 87, 794, 454, 4697, 93, 3002, 656, 6050, 5928, 6249, 4124, 2119, 454, 1422, 408, 87, 794, 454, 2926, 2984, 93, 3002, 656, 6050, 5928, 1674, 667, 3201, 417, 87, 794, 667, 558, 93, 3002, 656, 6050, 5928, 2119, 675, 1822, 6179, 227, 87, 794, 667, 558, 93, 3002, 656, 6050, 5928, 2119, 2962, 243, 87, 3264, 675, 3201, 2433, 769, 3968, 6507, 3063, 112]",0
"[972, 2640, 3776]",0
"[6249, 3191, 3520, 5928, 5810, 1682, 4185, 93, 675, 6366, 6510, 769, 1686, 698, 6030, 4042, 4015, 93, 5824, 5150, 5928, 977, 3949, 6208, 93, 675, 6510, 769, 4895, 5928, 3643, 3183, 5875, 3495, 3006, 112, 3348, 5150, 3495, 3191, 2002, 3869, 2298, 3098, 5810, 5675, 93, 675, 6366, 6510, 1674, 454, 2926, 93, 3348, 67, 2035, 5901, 5810, 3201, 4185, 112]",0
"[3949, 93, 3586, 4042, 5416, 2433, 5496, 3776]",0
"[5810, 3561, 675, 5277, 6109, 4185, 6436, 794, 2314, 112, 1129, 5810, 2549, 2830, 1239, 5928, 977, 3063, 94, 5810, 6249, 3323, 4372, 1914, 112, 558, 3561, 1695, 769, 3968, 3697, 93, 5359, 1639, 3968, 5763, 5810, 558, 2647, 112, 6208, 2563, 4304, 4009, 675, 2166, 3006, 2819, 3968, 986, 2035, 112, 5810, 5675, 478, 454, 4009, 6375, 2819, 3475, 5799, 227, 1947, 675, 667, 3293, 2166, 3006, 112, 1691, 4042, 454, 3931, 2926, 3323, 3210, 3191, 5686, 6060, 4709, 4185, 6375, 3323, 3770, 112, 3968, 462, 5928, 841, 454, 4697, 6418, 454, 1422, 93, 2866, 3968, 462, 5928, 6201, 5810, 6113, 675, 1822, 2647, 4042, 454, 1422, 2619, 3210, 5810, 4709, 4187, 3968, 462, 5928, 5663, 1028, 4697, 675, 2926, 2984, 3025, 667, 6150, 3323, 1074, 112, 1822, 675, 6113, 2640, 2830, 3968, 986, 3063, 112, 3201, 1691, 2619, 2926, 2984, 4185, 3323, 3968, 3063, 112]",0
"[3646, 2640, 2002, 3869, 6436, 794, 3697, 3098, 5810, 4898, 112, 4672, 2022, 3869, 4566, 2207, 1873, 4082, 2967, 5928, 2487, 5810, 5717]",0
"[3348, 5150, 3968, 6445, 4542, 112, 6366, 3555, 3098, 794, 454, 4697, 93, 1321, 4082, 5810, 6249, 3201, 6404, 3392, 5928, 5810, 2926, 4185, 112]",0
"[5824, 67, 3949, 6314, 5928, 517, 5763, 5882, 93, 1129, 2619, 5810, 1341, 3002, 2002, 3869, 1009, 5801, 698, 4042, 5810, 2116, 1201, 6461, 2002, 701, 112]",0
"[86, 208, 87, 558, 3968, 3063, 86, 284, 87, 4681, 2253, 1422, 2647, 3776, 112, 86, 331, 87, 558, 3968, 3063, 5810, 4673, 6305, 3869, 6116, 5928, 4778, 5810, 5466, 4042, 5810, 732, 112, 794, 1022, 3002, 1168, 5745, 5810, 711, 2022, 3869, 2797, 698, 3422, 2116, 1197, 112]",0
"[5810, 2116, 1201, 2830, 3968, 986, 2798, 794, 5832, 2116, 1201, 1848, 4082, 4086, 4124, 3837, 972, 2640, 5801, 2830, 3968, 6507, 986, 3063, 112]",0
"[3949, 3011, 112]",0
"[5810, 2116, 1201, 769, 3869, 5769, 979, 4042, 5810, 3119, 4042, 5810, 4524]",0
"[558, 1904, 3098, 4672, 3780, 6591, 6314, 5928, 1674, 4681, 2253, 1422, 93, 6526, 6366, 558, 6010, 1686, 3931, 6150, 93, 5290, 1130, 5272, 93, 3348, 5251, 3968, 977, 3098, 6150, 3532, 93, 1168, 5141, 3857, 558, 495, 6418, 5058, 6150, 3878, 93, 2166, 6526, 6526, 6526, 6526]",0
"[5824, 3323, 3949, 558, 1695, 4567, 93, 5359, 1639, 3968, 5763, 5810, 2116, 1201, 6375, 3308, 558, 112, 1639, 3968, 2250, 454, 4810, 1028, 454, 4697, 675, 1422, 112, 5824, 3323, 3949, 1822, 675, 6113, 2647, 4567, 5359, 1639, 3968, 6201, 5810, 2116, 1201, 4805, 5928, 5814, 112]",0
"[3949, 1580, 3963, 3796, 3323, 5772, 112]",0
"[3348, 67, 2812, 5928, 5745, 93, 1129, 5824, 2022, 5147, 5928, 977, 667, 864, 856, 5763, 2259, 5892, 5372, 2647, 3323, 5496, 3776, 112]",0
"[3949, 5780, 2035, 112]",0
"[3949, 3806, 4124, 1587, 769, 5772]",0
"[3949, 93, 904, 5786, 2563, 3796, 675, 1580, 3780, 6526]",0
"[5810, 5723, 2819, 5928, 5772, 698, 3796, 4124, 1580, 112]",0
"[5763, 2563, 3796, 769, 3776, 112, 972, 5763, 1201, 2563, 1587, 769, 4443, 1129, 5810, 5780, 3323, 3968, 5901, 112]",0
"[5810, 1341, 3323, 1303, 675, 4662]",0
"[1341, 3578, 4618, 4661]",0
"[3578, 641, 112]",0
"[5810, 1341, 2682, 3323, 5301, 675, 6068, 112, 1057, 769, 5301, 1129, 3676, 3358, 979, 2447, 2433, 769, 3776, 112]",0
"[102, 6210, 3063, 4082, 5810, 3796, 67, 872, 112, 94, 5810, 3806, 2002, 3968, 2830, 846, 3064]",0
"[5810, 1341, 3323, 1303, 675, 6339, 6481, 112, 5810, 1587, 675, 3806, 769, 3882, 496, 675, 2100, 2459, 1870, 5810, 1892, 2647, 112, 2741, 6436, 4082, 5801, 4]",0
"[1341, 3578, 2741, 112, 5810, 2493, 1737, 2563, 2741, 5942, 3002, 5496, 2002, 3968, 5141, 1341, 2563, 3806, 3098, 3796, 2461, 3025, 667, 539, 2673, 2819, 986, 6142, 3348, 6461, 977, 2741, 5928, 3696, 5801, 3098, 4672]",1
"[3949, 3649, 5687, 4443, 705, 112, 3949, 1014, 5932, 2820, 4810, 4443, 3098, 5810, 3806]",0
"[1639, 3968, 4694, 2477, 5810, 4895, 4810, 3649, 112]",0
"[3949, 2563, 2095, 2926, 5251, 1012, 454, 4681, 2253, 1422, 1129, 3358, 3968, 2798, 3098, 2929]",0
"[5810, 5675, 4542, 2800, 5810, 4811, 6369, 454, 4681, 2253, 1422, 1168, 2830, 3857, 4709, 112, 642, 93, 3348, 5647, 454, 4697, 5928, 1674, 3857, 2950, 675, 5810, 2926, 2990, 5928, 520, 3857, 2950, 5928, 5811, 3262, 3522, 112]",0
"[3002, 656, 6050, 5928, 2477, 3646, 4811, 3098, 5810, 3796, 93, 5892, 2647, 5150, 5928, 977, 3098, 4328, 2143, 539, 2676, 2834, 986, 6142, 4124, 1341, 2819, 986, 4587, 3098, 5096, 6375, 3323, 6489, 6526]",1
"[94, 558, 1168, 3968, 1674, 3931, 2926, 93, 3348, 4753, 5928, 2241, 4185, 112, 94, 4709, 1168, 3968, 4862, 5928, 3191, 112]",0
"[5810, 5675, 4284, 625, 5810, 1892, 2640, 112, 454, 5259, 5928, 5810, 3011, 2563, 5810, 896, 2466, 3191, 112, 3002, 4694, 3496, 5801, 2430, 6369, 5810, 3201, 3323, 639, 2466, 593, 6375, 5810, 6150, 2710, 667, 4120, 5928, 2119, 5810, 3201, 112, 5372, 4230, 3916, 3091, 112, 2563, 2273, 430, 5810, 3512, 453, 3931, 2950, 9, 3098, 5810, 2926, 3522, 4753, 5928, 5837, 6172, 3512, 112, 3358, 454, 3765, 3334, 6375, 1639, 977, 3576, 6123, 112, 5810, 3451, 4042, 5810, 2913, 2563, 2928, 1168, 977, 2502, 794, 3520, 4174, 2100, 4146, 112, 642, 93, 5810, 2950, 3522, 5272, 2121, 4122, 2563, 5810, 2222, 2926, 3522, 93, 5801, 67, 454, 1111, 6375, 3919, 2508, 112]",1
"[6501, 93, 281, 1737, 1929, 3968, 2830, 2871, 3512, 93, 5882, 5915, 708, 2619, 539, 1341, 90, 3512, 3323, 4443, 675, 3675, 4042, 3954, 2637, 2532, 5150, 5928, 977, 3098, 4328]",0
"[5810, 1341, 3323, 1303, 675, 4661, 112, 3348, 3323, 3830, 675, 2550, 5038, 5453, 3889, 1601, 112, 217, 3098, 3841, 4042, 5810, 1341, 93, 2100, 3743, 4086, 5714, 112, 5810, 3262, 3522, 1341, 6305, 3869, 5151, 3098, 2950, 112, 286, 3888, 5150, 5928, 977, 2035, 756, 112, 334, 3960]",0
"[625, 1341, 6481, 3323, 1316, 3098, 5187, 675, 6339, 1805, 3737, 112, 652, 5810, 4511, 5496, 3775, 4155, 4082, 1392, 93, 1129, 6510, 1168, 5496, 2477, 4155, 6360, 454, 4227, 4212, 2022, 794, 5810, 3737, 2830, 986, 3882, 756, 112]",0
"[3098, 2678, 93, 5810, 1341, 4042, 5882, 5675, 3323, 3098, 454, 1303, 675, 4661, 93, 675, 6481, 3098, 5810, 3862, 6314, 112, 1129, 5824, 769, 5372, 4489, 3098, 5810, 1341, 112, 2563, 2278, 93, 3098, 5810, 4697, 1580, 93, 5824, 3323, 3949, 3730, 5928, 2797, 5810, 453, 3379, 9, 503, 6366, 454, 4697, 6301, 5928, 3379, 3098, 454, 3931, 1422, 112, 675, 454, 4697, 1168, 3968, 4726, 454, 3188, 2619, 2984, 112, 1020, 93, 3098, 5810, 3806, 2539, 93, 3002, 5150, 4760, 5928, 3678, 430, 5000, 93, 6169, 93, 675, 6177, 93, 3629, 4666, 2108, 1506, 112]",0
"[1936, 3737, 2563, 1936, 2647, 112, 3949, 3571, 3738, 4171, 2741, 3375, 1149, 5810, 5723, 4082, 5810, 5525, 4042, 5810, 4524, 112, 6526]",0
"[5810, 1341, 3323, 1316, 6481, 675, 2111, 5928, 6063, 112, 5810, 2640, 769, 5188, 675, 6339, 1806]",0
"[1402, 769, 3869, 2275, 5435, 2260, 501, 5810, 2222, 2092, 4042, 5810, 4524, 112, 1129, 93, 5833, 2830, 3605, 1239, 3098, 5017, 286, 5824, 2830, 986, 5282, 3092, 3098, 5810, 2649, 4171, 1341, 3098, 5810, 4524, 2619, 3864, 4459, 4965, 112]",0
"[6418, 241, 1402, 93, 5721, 5723, 2819, 1567, 4587, 1239, 5928, 2714, 5928, 3406, 5810, 6239, 1579, 3098, 5700, 112]",0
"[5810, 5723, 2819, 986, 1535, 5583, 1239, 5928, 5810, 4874, 93, 6418, 2100, 5723, 3691, 2838, 1520, 1402, 93, 6375, 5078, 5810, 6436, 6305, 1998, 2235, 663, 5723, 3692, 112]",0
"[6501, 93, 3002, 5878, 5810, 6392, 5723, 2819, 986, 4224, 3098, 5882, 4524, 675, 3409, 4082, 5583, 1239, 5904, 5810, 4524, 93, 675, 5833, 5496, 3406, 4082, 5583, 1239, 3098, 5017, 284, 93, 2259, 5892, 5810, 1760, 2563, 5017, 284, 2819, 4235, 112, 5811, 3441, 4738, 4042, 1401, 3323, 4082, 4037, 268, 112]",0
"[2741, 3375, 4082, 5810, 1392, 675, 1873, 4042, 5810, 2714, 1397, 3348, 3628, 5810, 3375, 4042, 5810, 4502, 4181, 174, 3454, 5361, 5928, 4965, 6511, 1341, 112]",0
"[5810, 1402, 6354, 2412, 2611, 2259, 3098, 5017, 284, 112]",0
"[3841, 4042, 5810, 4811, 2830, 986, 3063, 112, 3002, 1639, 3869, 3553, 3098, 5928, 5810, 570]",0
"[5810, 4524, 3703, 5810, 1016, 675, 2820, 4230, 4042, 5810, 4485, 5413, 3098, 5810, 4992, 5038, 2461, 5359, 5833, 769, 2798, 1628]",0
"[6501, 93, 892, 2830, 2035, 454, 2768, 3375, 3098, 5882, 4212, 93, 675, 5833, 2797, 5810, 215, 675, 3872, 4811, 4542, 112]",0
"[2741, 3375, 4082, 5810, 1756, 1880, 112, 3650, 1028, 3796, 769, 2741, 112]",0
"[4811, 769, 4542, 1805, 675, 3649, 3323, 1623, 112]",0
"[972, 2640, 5147, 5928, 977, 6445, 3996, 112, 3002, 1639, 5141, 5801, 5824, 2830, 986, 3646, 2640, 986, 531, 3098, 5020, 6375, 6354, 3869, 4443, 3098, 5017, 217, 5892, 93, 1223, 2643, 5496, 3968, 4443, 112, 2140, 112, 4697, 3381, 454, 4681, 2253, 1422, 112]",0
"[6050, 5928, 6249, 454, 3935, 1679, 2926, 112]",0
"[5810, 5675, 2819, 625, 5810, 4895, 2647, 112, 2969, 93, 3348, 6461, 642, 977, 6148, 3025, 5810, 4672, 2456, 2340, 6369, 5372, 4042, 5810, 2433, 769, 3125, 112, 2563, 3220, 93, 5810, 5579, 3201, 2450, 3323, 3547, 4082, 5810, 5260, 4185, 2563, 5810, 2950, 112, 5882, 3323, 3968, 3047, 3290, 112, 3348, 1639, 2855, 3025, 5801, 3323, 3697, 3098, 5810, 4672]",1
